org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
fluent,fluent-bit+fluentd+fluent-bit-docs+fluentd-docs-gitbook+helm-charts+fluentd-kubernetes-daemonset+fluentd-docker-image+fluent-plugin-kafka+fluentd-website+fluent-plugin-s3+fluent-plugin-prometheus+fluentd-ui+fluent-plugin-mongo+fluent-logger-golang+fluentbit-website-v3+fluent-plugin-windows-eventlog+fluent-plugin-sql+fluent-plugin-rewrite-tag-filter+diagtool+fluent-plugin-webhdfs+fluent-logger-python+fluent-bit-docker-image+fluent-bit-kubernetes-logging+fluent-bit-go+fluent-plugin-sd-dns+fluent-logger-ruby+fluent-plugin-grok-parser+fluent-bit-packaging+fluent-plugin-parser-cri+fluent-bit-website+fluent-plugin-prometheus_pushgateway+fluent-plugin-splunk+fluent-logger-java+fluent-logger-php+fluent-plugin-sanitizer+sigdump+NLog.Targets.Fluentd+fluent-bit-perf+fluent-logger-node+fluent-logger-scala+nginx-fluentd-module+fluent-bit-docs-stream-processing,16897,9479,2736,5172,2207,303,2475,Fluentd,fluentd.org
fluxcd,flux2+flux+source-controller+kustomize-controller+helm-controller+toolkit+website+notification-controller+image-automation-controller+image-reflector-controller+flagger+terraform-provider-flux+helm-operator+pkg+community+go-git-providers+webui+flux2-multi-tenancy+flux2-kustomize-helm-example+homebrew-tap+fluxcd.io+flux-get-started+source-watcher+helm-operator-get-started+multi-tenancy+flux-recv+charts+.github+flux-kustomize-example+fluxctl-action+multi-tenancy-team1+cli-utils+legacy-docs-redirects+helm-operator-docs-redirects,23316,9033,5213,5215,2852,267,6218,Flux,github.com/fluxcd
tikv,tikv+pd+client-rust+agatedb+client-java+raft-rs+tikv.github.io+website+rust-rocksdb+client-go+sig-transaction+community+rocksdb+grpc-rs+rust-prometheus+titan+rfcs+raft-engine+client-c+importer+pprof-rs+minitrace-rust+minitrace-go+yatp+protobuf-build+client-py+client-cpp+jemallocator+copr-test+fail-rs+tlaplus-specs+mur3+jemalloc+tikv-operator+crossbeam+async-speed-limit+minstant+.github+crc64fast+auto-tikv+rusoto,42179,29580,6117,4063,2319,259,4163,TiKV,tikv.org
layer5io,meshery+meshery.io+meshery-operator+meshery-linkerd+meshery-istio+meshery-consul+meshery-kuma+meshery-adapter-library+meshery-osm+meshery-tanzu-sm+meshery-nginx-sm+meshery-adapter-template+mesheryctl-smi-conformance-action+meshery-traefik-mesh+meshery-maesh+meshery-octarine+meshery-nsm+meshery-tmp+meshery-cpx+meshery-app-mesh,18732,9218,3462,3797,2067,237,3985,Meshery,layer5.io/meshery
kubevirt,kubevirt+hyperconverged-cluster-operator+project-infra+containerized-data-importer+cluster-network-addons-operator+kubevirtci+ssp-operator+kubevirt.github.io+common-templates+vm-import-operator+user-guide+node-maintenance-operator+community+ovs-cni+kubevirt-tekton-tasks+kubevirt-ssp-operator+macvtap-cni+hostpath-provisioner-operator+client-python+kubevirt-template-validator+libvirt+csi-driver+bridge-marker+hostpath-provisioner+client-go+api-reference+must-gather+cloud-provider-kubevirt+controller-lifecycle-operator-sdk+monitoring+kubevirt-csi+kubectl-virt-plugin+libguestfs-appliance+cdi-api-reference+device-plugin-manager+kubevirt-tutorial+node-labeller+terraform-provider-kubevirt+katacoda-scenarios+qe-tools+demo+cpu-nfd-plugin+kvm-info-nfd-plugin+krew-index+kubevirt-ansible+ansible-kubevirt-modules+storage-demo,61228,47061,6494,5269,1466,230,6207,KubeVirt,kubevirt.io
open-policy-agent,opa+gatekeeper+conftest+opa-envoy-plugin+gatekeeper-library+cert-controller+frameworks+kube-mgmt+contrib+npm-opa-wasm+opa-idea-plugin+opa-docker-authz+opa-istio-plugin+vscode-opa+library+golang-opa-wasm+example-api-authz-go+opa-envoy-spire-ext-authz+client-python,15047,9325,2590,1277,1805,224,1327,OPA,openpolicyagent.org
jaegertracing,jaeger+jaeger-operator+jaeger-ui+helm-charts+documentation+jaeger-client-go+jaeger-client-java+jaeger-client-cpp+jaeger-client-csharp+jaeger-otelcol+jaeger-idl+jaeger-client-python+jaeger-client-node+jaeger-analytics-java+jaeger-lib+spark-dependencies+docker-protobuf+.github+jaeger-performance+jaeger-vscode+vertx-create-span+thrift+xdock-zipkin-brave+docker-thrift+jaeger-client-javascript+legacy-client-java+jaeger-analytics-flink,13767,9174,1868,1008,1392,208,1333,Jaeger,jaeger.readthedocs.io/en/latest
openebs,Mayastor+openebs+cstor-operators+node-disk-manager+zfs-localpv+e2e-tests+lvm-localpv+website+charts+openebs-docs+upgrade+mayastor-control-plane+jiva-operator+dynamic-localpv-provisioner+maya+velero-plugin+cstor-csi+monitoring+dynamic-nfs-provisioner+openebsctl+jiva+api+device-localpv+spdk+libcstor+mayastor-docs+rawfile-localpv+linux-utils+cstor+istgt+mayastor+external-storage+lib-csi+jiva-csi+moac+m-exporter+openebs-exporter+openebs-k8s-provisioner+easy-jupyter+scope+performance-benchmark+gotgt+openapi-generator+sparse-tools+slack-redirect+csi-lib-iscsi+helm-operator+dbench+community,23669,10966,4454,6219,1123,203,7126,OpenEBS,openebs.io
nats-io,nats-server+nats.go+nats.java+jetstream+nats.docs+nats.deno+nats-streaming-server+nats.rs+k8s+nsc+natscli+jsm.go+nats.c+nats.net+nats-site+nats.js+nats.ws+nats-jms-mq-bridge+jwt+nats-kafka+stan.go+nats-operator+nats.py+prometheus-nats-exporter+stan.js+nats-surveyor+nack+stan.net+nats-docker+nats.ex+terraform-provider-jetstream+nats-jms-bridge+nats-streaming-operator+nats-architecture-and-design+nats-general+nats-rest-config-proxy+nats-box+nkeys.js+nats-account-server+nats-streaming-docker+ts-nkeys+java-nats-server-runner+stan.java+stan.py+official-images+homebrew-nats-tools+js-nuid+jetstream-gh-action+java-nats-examples+nats.ts+advisories+nkeys+docker-docs+nats-json.java+kotlin-nats-examples+not.go+nuid+nats-top+kubecon2020+spring-nats+node-nuid+jetstream-leaf-nodes-demo+docs+nats.c.deps+stan.rb+go-nats-examples+nats-pure.rb+nats.py2+nats.net.deps+nginx-nats+graft+node-nats-examples+nats.zig+nkeys.py+ts-nats-examples+nats-replicator+nats.cr+sublist+nkeys.rb+nats-mq+nats-client-functionality-record+latency-tests+elixir-nats+not.java+nats.rb+nats-connector-framework+demo-minio-nats+test-nats.docs,21729,8623,5075,5511,2015,203,6016,NATS,nats.io
containerd,containerd+stargz-snapshotter+cri+nerdctl+ttrpc-rust+imgcrypt+project+cgroups+continuity+ttrpc+console+zfs+fifo+nri+containerd.io+go-runc+go-cni+btrfs+release-tool+aufs+typeurl+project-checks+fuse-overlayfs-snapshotter+.github+containerd-fuse-overlayfs,13067,7771,3088,2112,909,190,1299,containerd,containerd.io
thanos-io,thanos+kube-thanos+thanosbench+OpenConfig,12118,8193,1747,1006,1116,178,1062,Thanos,thanos.io
linkerd,linkerd2+linkerd2-proxy+website+linkerd-smi+linkerd2-proxy-init+linkerd2-proxy-api+linkerd2-conformance+rfc+linkerd+polixy+linkerd2-mock-dst+linkerd-examples+linkerd-await+linkerd-viz+webpki+drain-rs+linkerd2-action-gcloud+gsoc+stern+linkerd2-ci-metrics+prost,18654,8189,3477,4769,1305,177,5683,Linkerd,linkerd.io
etcd-io,etcd+website+jetcd+bbolt,9213,5650,1649,813,1045,172,869,etcd,coreos.com/etcd
litmuschaos,litmus+litmus-e2e+litmus-go+chaos-charts+litmus-docs+chaos-operator+litmus-helm+litmus-cd+chaos-runner+charthub.litmuschaos.io+litmus-ui+website-litmuschaos+test-tools+litmus-docs-beta+chaos-exporter+litmus-python+litmus-ansible+admission-controllers+litmusctl+chaos-scheduler+litmus-demo+tutorials+elves+chaos-ci-lib+spinnaker-preconfigured-job-plugin+chaos-observability+chaos-workflows+github-chaos-actions+pages+chaos-helm+helm-github-pages+litmus-portal+katacoda-scenarios+gitlab-remote-templates,18988,7944,4843,5245,913,160,5288,LitmusChaos,litmuschaos.io
cortexproject,cortex+cortex-helm-chart,13196,8081,2142,1975,944,157,2029,Cortex,github.com/cortexproject
falcosecurity,falco+test-infra+falco-website+falcosidekick+charts+libs+evolution+community+kilt+.github+driverkit+falcosidekick-ui+falco-exporter+event-generator+client-py+falcoctl+pdig+client-rs+client-go+cloud-native-security-hub+falco-operator+cloud-native-security-hub-backend+kubernetes-response-engine+cloud-native-security-hub-frontend+katacoda-scenarios+falco-kubernetes-workshop+falco-security-workshop,18399,12473,2550,2238,996,145,2380,Falco,falco.org
kedacore,keda+keda-docs+http-add-on+charts+keda-olm-operator+governance+keda-external-scaler-azure-cosmos-db+test-tools+samples+sample-go-rabbitmq+sample-dotnet-worker-servicebus-queue+external-scalers+sample-azure-functions-on-ocp4+keda-scaler-durable-functions+toc+sample-hello-world-azure-functions+sample-go-gcppubsub+keda-external-scaler-azure-durable-functions+github-template+dashboard+external-scaler-samples+.github+sample-go-storage-queue+sample-javascript-eventhub-azure-function,8858,4919,1824,1043,887,137,1228,KEDA,keda.sh
kubeedge,kubeedge+sedna+website+mappers-go+community+examples+edgemesh+community-infra+viaduct+beehive,8900,6325,1219,1062,703,136,653,KubeEdge,kubeedge.io
crossplane,crossplane+provider-aws+oam-kubernetes-runtime+crossplane-runtime+provider-gcp+crossplane.github.io+provider-azure+provider-alibaba+provider-template+example-cnp+test+provider-rook+conformance+crossplane-tools+agent+pkg-unpack+org+tbs+addon-oam-kubernetes-local+crossplane-cli+addon-oam-kubernetes-remote+provider-gcp-beta+.github+stack-azure-sample,12617,7400,2500,2503,1369,130,1348,Crossplane,crossplane.io
vitessio,vitess+website+arewefastyet+enhancements+vitess-resources+vitess-operator+metrics+messages+contrib,26141,5964,3456,15344,1308,122,15413,Vitess,vitess.io
rook,rook+rook.github.io+rook-client-python,18193,12562,2342,2339,1450,122,1839,Rook,rook.io
goharbor,harbor+replication-verification+harbor-operator+harbor-helm+website+harbor-cluster-operator+community+perf+pluggable-scanner-spec+harbor-arm+harbor-scanner-clair+jenkins-shared-library,24088,9063,3921,7154,3894,121,7210,Harbor,goharbor.io
buildpacks,lifecycle+pack+registry-index+rfcs+docs+spec+imgutil+github-actions+registry-api+community+libcnb+pack-orb+samples+tekton-integration+registry-namespaces+homebrew-tap+ci+katacoda-scenarios,16653,7523,2019,4515,1933,116,5178,Buildpacks,buildpacks.io
cloudevents,spec+sdk-java+sdk-javascript+sdk-go+sdk-csharp+sdk-rust+sdk-python+sdk-ruby+sdk-powershell+cloudevents-web+sdk-php+conformance,7137,4186,1465,766,680,116,806,CloudEvents,cloudevents.io
oam-dev,kubevela+kubevela.io+velacp+kubevela-core-api,10617,5441,2349,1582,1220,110,1607,KubeVela,kubevela.io
chaos-mesh,chaos-mesh+website-zh+chaosd+website+horoscope+toda+chaos-mesh.github.io+rfcs+chaos-mesh-datasource+k8s_dns_chaos+rs-tproxy+chaos-mesh-action+chaos-daemon+charts+go-sqlancer+chaos-mesh-actions+go-sqlsmith+apps+matrix+data-generator+experiments+byteman+logo+web-show+toda-glibc+enhancements+jvm-chaos-demo+nsexec,13293,8313,2203,1953,756,107,2021,Chaos Mesh,chaos-mesh.org
strimzi,strimzi-kafka-operator+strimzi.github.io+strimzi-ui+proposals+strimzi-kafka-bridge+strimzi-kafka-oauth+strimzi-canary+client-examples+strimzi-admin+mirror-maker-2-extensions+kafka-quotas-plugin+governance+kafka-kubernetes-config-provider+topic-encryption+test-clients+strimzi-lab+strimzi-test-container+.github,22791,16249,2675,2458,1405,106,2462,Strimzi,strimzi.io
pravega,pravega+schema-registry+pravega-operator+zookeeper-operator+pravega-client-rust+flink-connectors+gstreamer-pravega+bookkeeper-operator+pravega-samples+spark-connectors+flink-tools+pravega-keycloak+pravega-tools+presto-connector+workshop-samples+pravega-storage-adapters+pravega-sensor-collector+hadoop-connectors+boomi-connector+community+charts+openmessaging-benchmark+nifi-pravega+pravega-benchmark+video-samples+.github+logstash-output-pravega+kafka-adapter+logstash-input-pravega+www.pravega.io+pravega-grpc-gateway+blog-samples+pravega-serializer+wiki-images,15635,8344,2311,2606,2212,102,2768,Pravega,pravega.io
+fluid-cloudnative,fluid+cheyang/fluid+fluid-client-java+fluid-client-python+community,4138,1163,1079,1442,442,100,1454,Fluid,github.com/fluid-cloudnative
"",coredns+coredns.io+helm+deployment+corefile-migration+ci+kubernetai+rrl+alternate+rfc+unbound+fallback+example+policy+proxy+caddy+metadata_edns0+demo+records+debian+release+coredns-utils+miekg/coredns,5227,2851,948,801,565,95,863,CoreDNS,coredns.io
tinkerbell,tink+osie+boots+tinkerbell.org+proposals+pbnj+tinkerbell-docs+sandbox+hub+hegel+cluster-api-provider-tink+.github+hook+infrastructure+crocodile+terraform-provider-tinkerbell+portal+k8s-sandbox+workflows+org+tinkie+artwork+tftp-go+infrastructure-saltstack+crossplane-provider-tinkerbell,7517,3721,1604,1946,584,95,1608,Tinkerbell,tinkerbell.org
cert-manager,website+istio-csr+csi-lib+release+sample-external-issuer+policy-approver+aws-privateca-issuer+signer-venafi+webhook-example+test-infra+crypto,3146,2048,498,2254,142,94,458,cert-manager,cert-manager.io
openservicemesh,osm+osm-docs+osm-www,12058,6027,3150,1436,1438,90,1443,Open Service Mesh,openservicemesh.io
keptn,keptn+keptn.github.io+go-utils+tutorials+examples+spec+kubernetes-utils+enhancement-proposals+community+get.keptn.sh+gh-action-setup-keptn+gh-action-send-event+gh-action-build-docker-image+gh-action-ci-prepare-keptn-cluster+gh-action-create-or-update-release,15341,3295,3814,4976,1969,88,6263,Keptn,kepth.sh
metal3-io,baremetal-operator+metal3-dev-env+metal3-docs+cluster-api-provider-metal3+ironic-image+project-infra+metal3-io.github.io+hardware-classification-controller+ironic-inspector-image+ip-address-manager+ironic-client+ironic-ipa-downloader+metal3-helm-chart+static-ip-manager-image+ironic-hardware-inventory-recorder-image+base-image+metal3-smart-exporter,17120,14537,1256,1239,203,84,1124,Metal³,metal3.io
cloud-custodian,cloud-custodian+pytest-terraform+cel-python+helm-charts+toc+community,4749,2609,878,472,783,84,479,Cloud Custodian,cloudcustodian.io
"",k3s+k3d+k3s-ansible+k3s-selinux+k3s-root+ibuildthecloud/k3s-dev+k3s-upgrade+terraform-k3s-aws-cluster+ibuildthecloud/k3s-root,6678,4013,700,8370,1114,82,851,K3s,k3s.io
cri-o,cri-o+cri+containrs+ocicni+cri-o.io+cpuset+cri-o-ansible,13804,9570,1225,2283,307,80,2702,CRI-O,cri-o.io
vmware-tanzu+antrea-io,antrea+antrea+libOpenflow,21134,17337,2132,903,705,74,960,Antrea,antrea.io
projectcontour,contour+contour-operator+contour-authserver+community+integration-tester+lint+ir2proxy+.github+gimbal+namingtest+contour-perf+homebrew-ir2proxy,11405,7498,1938,925,1039,69,930,Contour,projectcontour.io
cdfoundation,foundation+cdf-landscape+sig-events+sig-interoperability+tekton-helm-chart+toc+sig-mlops+artwork+glossary+sig-best-practices+presentations+soc+community-ambassador-program+the-pipeline-podcast+charter+newsletter+Ambassador-Member-Webinar-Program+standardized-metadata+outreach+cluster+end-user-council+almanac+sig-security+meetups+state-of-cd+.github+faq+cla,2296,787,346,852,309,68,854,CDF,cd.foundation
longhorn,longhorn+longhorn-manager+longhorn-tests+website+longhorn-engine+longhorn-ui+backupstore+infra+sparse-tools+backing-image-manager+upgrade-responder+go-iscsi-helper+charts+longhorn-share-manager+longhorn-instance-manager+dbench+external-attacher+bot+external-resizer+node-driver-registrar+docker-nfs-ganesha+minio-multiarch-image+external-snapshotter+external-provisioner+nsfilelock+community,15856,9720,2661,2521,1898,66,1577,Longhorn,github.com/longhorn
volcano-sh,volcano+website+apis+devices+kubesim+community+resource-exporter+cpu-topology-exporter+kube-state-metrics+mocks+volcano-ansible+multi-cluster-scheduling+stories,4933,3051,992,752,500,66,390,Volcano,volcano.sh
spiffe,spire,4526,2768,899,725,404,64,455,Spire,spiffe.io
datawire+emissary-ingress,ambassador+emissary+community,3438,1027,945,2911,359,59,1107,Emissary-ingress,getambassador.io
kyverno+nirmata,kyverno+website+kyverno+policies+go-jmespath+pre-commit-hook+tag-security+artwork+grafana-dashboard,7282,3600,1390,1333,1163,58,1129,Kyverno,kyverno.io
dexidp,dex+website+helm-charts,2581,1425,479,419,337,56,340,Dex,github.com/dexidp
Comcast+kuberhealthy,kuberhealthy+kuberhealthy+test-external-check,2345,764,485,719,245,52,851,Kuberhealthy,github.com/Comcast/kuberhealthy
submariner-io,submariner-operator+submariner+submariner-website+lighthouse+shipyard+releases+admiral+enhancements+submariner-charts+cloud-prepare+submariner-io.github.io+submariner-bot+coastguard+get.submariner.io+ovn-kubernetes+actions-and-branch-playground,20561,9320,4570,3800,1525,51,5146,Submariner,submariner.io
dragonflyoss,Dragonfly2+Dragonfly+image-service+website+community+helm-chart,2417,719,578,653,423,49,697,Dragonfly,d7y.io/en-us
bfenetworks,bfe+bfe-dynamic-plugin+ingress-bfe,878,215,351,197,110,49,202,BFE,bfe-networks.net
kudobuilder,kudo+kuttl+kudo.dev+operators+kuttl.dev+operators-index+kitt+homebrew-tap+test-tools+controller-runtime,3377,1426,673,882,335,48,943,Kudo,kudo.dev
