org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
dragonflyoss,Dragonfly+image-service+community+website,2856,1873,493,337,285,47,205,Dragonfly,d7y.io/en-us
chubaofs,chubaofs+chubaofs-csi+chubaodb+chubaofs-helm+docs-zh+open-source-promotion-plan-summer-2020-tasks+chubaofs-tools+chubaofs-charts+cpark+community+chubaospark+chubaofs-hadoop,3154,354,1341,2519,305,44,1154,ChubaoFS,chubao.io
kumahq+Kong,kuma+kuma+kuma-website+kuma-website+kuma-gui+kuma-demo+kuma-gui+kuma-demo+kumacut,8906,3009,1916,2849,403,43,3578,Kuma,kuma.io
containernetworking,plugins+cni+cni.dev,1608,985,259,148,240,43,124,CNI,github.com/containernetworking
openkruise,kruise+website,1551,745,419,187,192,42,195,OpenKruise,openkruise.io
awslabs,cdk8s,2721,1200,403,746,262,41,856,Cloud Deployment Kit for Kubernetes,cdk8s.io
servicemeshinterface+deislabs,smi-spec+smi-spec.io+smi-spec+smi-sdk-go+smi-sdk-go+smi-metrics+smi-metrics+smi-spec.io+smi-adapter-istio+smi-adapter-istio+.github,1293,563,309,225,191,41,230,SMI,smi-spec.io
keylime,keylime+rust-keylime+enhancements+ansible-keylime-tpm-emulator+keylime-docs+meetings+ansible-keylime+keylime.github.io+keylime-rpm+keylime-deb,1979,902,570,269,236,40,271,Keylime,keylime.dev
chaosblade-io,chaosblade+chaosblade-exec-os+chaosblade-operator+chaosblade-exec-jvm+chaosblade-spec-go+chaosblade-exec-docker+chaosblade-help-doc+chaosblade-website+chaosblade-exec-nodejs+chaosblade-exec-cplus+awesome-chaosblade+chaosblade-dev-doc,1503,342,389,411,335,40,437,ChaosBlade,github.com/chaosblade-io
layer5io,service-mesh-performance+service-mesh-performance-specification+istio-service-mesh-workshop+advanced-istio-service-mesh-workshop+linkerd-service-mesh-workshop+service-mesh-labs,1276,542,220,342,161,38,353,Service Mesh Performance,smp-spec.io
virtual-kubelet,virtual-kubelet+azure-aci+tensile-kube+systemk+node-cli+openstack-zun+community+alibabacloud-eci+podman+aws-fargate+azure-batch+cri,2074,1188,462,320,185,37,239,Virtual Kubelet,virtual-kubelet.io
opentracing,opentracing-php+opentracing-go+opentracing.io+opentracing-javascript+opentracing-java+specification+opentracing-python+opentracing-csharp+opentracing-cpp+basictracer-python+opentracing-objc+basictracer-go+lua-bridge-tracer+opentracing-swift+opentracing-c,567,264,132,63,94,37,77,OpenTracing,opentracing.io
oam-dev,kubevela+kubevela.io+kubevela-core-api,3194,1617,720,654,446,36,411,KubeVela,kubevela.io
deislabs,krustlet,3340,2166,575,428,311,35,288,Krustlet,krustlet.dev
wascc+wasmCloud,wascc-host+wasmdome+aws-lambda-wascc-runtime+gantry+wasmCloud+wasccd+wash+wasmdome-web+wascap+wascc-codec+wash+wascc-dev-site+wascc-actor+provider-archive+capability-providers+http-server-provider+logging-provider+fs-provider+wcc+nats-provider+redis-provider+examples+new-provider-template+http-client-provider+new-actor-template+s3-provider+schemas+actor-interfaces+wasmCloud+adr+lattice-client+wascap+new-mech-template+community-meetings+capability-providers+wasmCloud.com+redis-streams+wascc-actor-as+redisgraph+community-meetings+examples+actor-interfaces+telnet-provider+nkeys+provider-archive+wasmdome+wasm-air+amazon-sqs-messaging-provider+wasmdome-dev-site+adr+wascc-dev-site,2800,869,541,1015,409,34,981,wasmCloud,wasmcloud.com
nirmata+kyverno,kyverno+kyverno+website+policies+artwork,4782,2126,950,1207,836,32,870,Kyverno,kyverno.io
yahoo+AthenZ,athenz+website,1815,562,748,470,24,31,481,Athenz,athenz.io
"",k8dash+herbrandson/k8dash,641,301,143,162,89,29,108,Skooner,skooner.io
deislabs+getporter,porter+porter+kubernetes-mixin+helm-mixin+azure-plugins+terraform-mixin+az-mixin+skeletor+gh-action+vscode-extension,3099,1662,666,449,443,28,328,Porter,porter.sh
alauda,kube-ovn,1976,414,729,1323,100,27,733,Kube-OVN,kube-ovn.io
wayfair-tremor+tremor-rs,tremor-runtime+tremor-runtime+tremor-www-docs+tremor-language-server+tremor-www-docs+tremor-vscode+uring+tremor-rfcs+tremor-rfcs+tremor-www-main+tremor-language-server+kv+tremor-vscode+tremor-www-main+dissect+window+kv+tremor-mkdocs-lexer+bob2020+repo-template+window+tremor-vim+tremor-vector-source+repo-template+tremor-vector-sink+1password-teams-open-source+uring+tremor-mkdocs-lexer+tremor-vim+dissect+highlightjs-tremor,4522,602,683,1926,282,27,2955,Tremor,tremor.rs
telepresenceio,telepresence,934,424,120,842,294,26,96,Telepresence,telepresence.io
alibaba+openyurtio,openyurt+openyurtio.github.io,939,445,281,157,80,25,133,OpenYurt,opeyurt.io
docker,distribution,1163,751,188,58,188,24,36,Distribution,github.com/distribution
theupdateframework,tuf+specification+taps+go-tuf+theupdateframework.io+theupdateframework.github.io+artwork+pep-maximum-security-model+pep-on-pypi-with-tuf+pypi.updateframework.com,3472,2539,429,594,255,23,249,TUF,github.com/theupdateframework.com
schemahero,schemahero+schemahero-docs,1094,126,301,463,115,22,552,SchemaHero,schemahero.io
in-toto,in-toto+in-toto-golang+ITE+layout-web-tool+docs+demo+in-toto-java+in-toto.io+totoify-grafeas+apt-transport-in-toto+in-toto.github.io+in-toto-rs+toc+demo-project-jekyll+supply-chain-compromises,1689,1240,222,494,89,22,138,in-toto,in-toto.io
parallaxsecond,parsec+rust-tss-esapi+rust-psa-crypto+parsec-book+parsec-interface-rs+parsec-client-rust+parsec-tool+parsec-operations+community+parsec-se-driver+parsec-client-test+parsec-client-go,5410,3333,1059,744,394,21,624,PARSEC,github.com/parallaxsecond/parsec
tricksterproxy+Comcast,trickster+trickster+helm-charts+mockster+trickster-docker-images+benchster,1167,429,279,288,150,21,309,Trickster,tricksterproxy.io
brigadecore,brigade+charts+kashti+brigade-utils+brigade-github-app+brigadier+brigade-www+community+buck+brigade-vscode+brigtest,1422,798,267,165,190,16,167,Brigade,brigade.sh
alibaba,libvineyard,577,83,195,268,24,16,275,Vineyard,v6d.io
deislabs,oras,344,189,58,430,45,16,52,ORAS,oras.land
artifacthub+cncf,hub+hub+blog,3833,333,1210,1316,445,14,1845,Artifact Hub,artifacthub.io
pixie-labs,pixie,653,162,226,3749,43,14,222,Pixie,px.dev
OpenObservability,OpenMetrics+OpenObservability,418,171,75,66,99,14,73,OpenMetrics,openmetrics.io
+plunder-app,plunder-app/kube-vip+kube-vip,695,290,180,134,109,13,116,kube-vip,kube-vip.io
AbsaOSS,k8gb+ohmyglb,1449,341,298,642,109,12,701,K8GB,github.com/AbsaOSS/k8gb
piraeusdatastore,piraeus-operator+linstor-csi+piraeus+piraeusdatastore.github.io+piraeus-ha-controller+runc-etcd+website+piraeus-init,1277,588,304,404,137,12,248,Piraeus-Datastore,piraeus.io
serverlessworkflow+cncf,specification+wg-serverless-workflow+serverlessworkflow.github.io+sdk-go+sdk-java+vscode-extension,1501,617,514,261,109,11,261,Serverless Workflow,serverlessworkflow.io
curiefense,curiefense+curiefense.github.io+curiefense-gitbook+envoyproxy.github.io,436,45,28,985,77,9,286,Curiefense,curiefense.io
theupdateframework,notary,311,203,47,29,48,9,13,Notary,github.com/theupdateframework/notary
second-state,SSVM,898,102,249,533,12,8,535,WasmEdge Runtime,wasmedge.org
alibaba,kubedl,247,103,68,77,19,8,57,KubeDL,kubedl.io
fluxcd+gitops-working-group,gitops-working-group+gitops-working-group,133,56,32,11,34,8,11,GitOps WG,github.com/fluxcd/gitops-working-group
redsift,ingraind,562,23,118,462,20,5,401,Foniod,ingraind.org
cni-genie,CNI-Genie,39,14,8,6,13,4,4,CNI-Genie,cni-genie.io
rkt,rkt+stage1-xen+rkt-builder,21,6,9,3,3,2,3,rkt,github.com/rkt/rkt
