org,repo,activity,comments,prs,commits,issues,authors,pushes,project,url
tikv,tikv+website+client-rust+rfcs+copr-test+community+deep-dive-tikv+importer+grpc-rs+protobuf-build+raft-rs+client-java+yatp+rust-rocksdb+client-c+client-go+titan+rocksdb+rust-prometheus+mock-tikv+pprof-rs+client-validator+procinfo-rs+sysinfo+crc64fast+async-speed-limit+auto-tikv+fail-rs+rp-prof+tikv-demo+terraform-tikv-bench,29021,20951,4462,2707,1013,183,2595,TiKV,tikv.org
nats-io,nats-server+nats-streaming-server+nsc+gnatsd+nats.go+nats.net+nats-operator+nats.c+nats-site+nats.java+stan.go+jetstream+prometheus-nats-exporter+docs+stan.net+nats.js+stan.js+jwt+nats.docs+nats-docker+go-nats+java-nats+nats-account-server+csharp-nats-streaming+node-nats+nats-rest-config-proxy+go-nats-streaming+nats-streaming-operator+nats.py+node-nats-streaming+ts-nats+stan.java+nats-surveyor+nats.ex+k8s+cliprompts+nkeys+spring-nats+java-nats-streaming+nats-general+cnats+csharp-nats+nats.cr+asyncio-nats-streaming+nats-replicator+nats.ts+stan.py+go-nats-examples+js-nuid+nats.rb+asyncio-nats+nats-streaming-docker+node-nuid+official-images+ts-nkeys+docker-docs+go-cloud+latency-tests+nats-pure.rb+ts-nats-examples+node-nats-examples+elixir-nats+not.java+nats-box+nuid+gitbook-plugin-redirect-sub+stan.rb+nats-mq+python-nats+nats.k8s+nats-kafka+asyncio-nats-examples+nkeys.py+nats-top+nats-siddhi-demo+java-nats-examples+homebrew-nats-tools+ruby-nats-streaming+nats.py2+nats-connector-framework+gitbook-plugin-redirect+nkeys.rb+not.go+awesome-crystal,15928,7009,3010,3991,1910,179,3999,NATS,nats.io
weaveworks+fluxcd,flux+flux+helm-operator+multi-tenancy+flux-recv+flux-get-started+fluxcd.io+helm-operator-get-started+charts+multi-tenancy-team1+flux-kustomize-example,10323,5498,1655,1683,1104,163,2066,Flux,github.com/fluxcd
rook,rook+rook.github.io+artwork+operator-kit,20216,14887,2196,1811,1864,161,1269,Rook,rook.io
thanos-io+improbable-eng,thanos+thanos+kube-thanos+thanosbench+toc,11117,7386,1589,1160,835,158,1307,Thanos,thanos.io
etcd-io,etcd+jetcd+website+bbolt+discovery.etcd.io+discoveryserver,8995,5591,1426,1103,1097,156,881,etcd,coreos.com/etcd
openebs,maya+openebs+e2e-openshift+openebs-docs+node-disk-manager+istgt+jiva+MayaStor+litmus+cstor+ci-e2e-dashboard+csi+charts+libcstor+zfs-localpv+e2e-infrastructure+velero-plugin+zfs+cstor-csi+jiva-csi+workloads-backend+scope+website+helm-operator+jiva-operator+Mayastor+external-storage+litmus-docs+ci-e2e-dashboard-go-backend+gotgt+spdk-sys+ark-plugin+e2e-packet+spdk+ci-e2e-status+workload-vendor+test-tools+toc+ci-e2e-dashboard-backend+soc+e2e-gke+linux-utils+blkid+e2e-eks+elves+scope-plugin+csi-openebs+performance-benchmark+k8s-snapshot-client+openSeaChest+ui-components+opensea-transport+external-provisioner+opensea-common+opensea-operations+slack-redirect+k8s-conformance+community+fbench+cortex+dbench+csi-lib-iscsi,21671,11133,4498,10628,789,154,5251,OpenEBS,openebs.io
containerd+docker,containerd+cri+cgroups+project+ttrpc+containerd.io+go-cni+release-tool+zfs+continuity+go-runc+imgcrypt+aufs+typeurl+fifo+btrfs+console+containerd,11553,7302,2451,1493,741,144,1059,containerd,containerd.io
linkerd,linkerd2+linkerd2-proxy+website+linkerd+linkerd2-proxy-api+linkerd-examples+linkerd2-proxy-init+linkerd-zipkin+rfc+stern+charts+linkerd-viz+hub,23018,12132,3238,4933,1988,139,5660,Linkerd,linkerd.io
vitessio,vitess+website+vitess-operator+enhancements+contrib,7388,3716,2090,2061,671,134,911,Vitess,vitess.io
coredns,coredns+deployment+kubernetai+coredns.io+ci+corefile-migration+rrl+policy+metadata_edns0+example+proxy+alternate+unbound+learning-coredns+coredns-utils+federation+release+demo+coredns-opa+fallback+dynapi+any+perf-tests+multicluster-dns+debian+presentations+cloud,9481,5537,1744,1195,953,132,1247,CoreDNS,coredns.io
open-policy-agent,opa+gatekeeper+frameworks+opa-istio-plugin+contrib+kube-mgmt+opa-docker-authz+npm-opa-wasm+library+example-api-authz-go+kubernetes-policy-controller+rego-python,8256,4423,1862,1277,1036,124,935,OPA,openpolicyagent.org
goharbor,harbor+harbor-helm+community+harbor-scanner-clair+website+blog+goharbor.github.io+pluggable-scanner-spec,19669,9848,3946,2429,3934,118,1941,Harbor,goharbor.io
kubeedge,kubeedge+website+beehive+examples+viaduct+katacoda-scenarios+toc+community,12059,9121,1278,1063,882,117,778,KubeEdge,kubeedge.io
falcosecurity,falco+falco-website+test-infra+falcoctl+office-hours+client-go+community+falcosidekick+cloud-native-security-hub+cloud-native-security-hub-frontend+cloud-native-security-hub-backend+falco-operator+falco-exporter+.github+client-rs+kubernetes-response-engine+client-py+falco-security-workshop+profiles+falco-google-kubernetes-marketplace+multi-cluster-security-aws+falco-aws-firelens-integration+template-repository+falco-kubernetes-workshop+katacoda-scenarios+live-stream+falcosecurity.github.io+libscap+advocacy,8272,4913,1125,1865,696,83,1538,Falco,falco.org
cri-o+kubernetes-sigs,cri-o+cri-o+ocicni+cri-o.io+cri-o-ansible+image,12789,10349,1266,1303,312,78,862,CRI-O,cri-o.io
cloudevents,spec+sdk-go+sdk-javascript+sdk-java+sdk-csharp+conformance+cloudevents-web+sdk-python+cloudevents.github.io+sdk-ruby,4583,2886,749,1173,433,75,515,CloudEvents,cloudevents.io
strimzi,strimzi-kafka-operator+strimzi-kafka-bridge+strimzi.github.io+strimzi-kafka-oauth+client-examples+strimzi-lab+strimzi-admin,17710,10791,2239,3600,795,74,3885,Strimzi,strimzi.io
cortexproject,cortex+cortex-helm-chart,6892,4409,1124,1068,493,72,866,Cortex,github.com/cortexproject
networkservicemesh,networkservicemesh+examples+sdk+site+sdk-vppagent+api+cloudtest+sdk-kernel,8588,4236,2392,1151,713,64,1247,Network Service Mesh,networkservicemesh.io
containernetworking,plugins+cni,1997,1251,365,190,235,64,146,CNI,github.com/containernetworking
dragonflyoss,Dragonfly+website+helm-chart+dragonfly-scripts+community+dragonfly-examples+dashboard,7034,4859,1172,572,479,60,524,Dragonfly,d7y.io/en-us
buildpack,pack+lifecycle+rfcs+docs+ci+spec+samples+imgutil+roadmap+libbuildpack+knative-integration+stacks+homebrew-tap+sample-java-app+tekton-integration+.github,5372,2150,758,1671,560,59,1904,Buildpacks,buildpacks.io
cdfoundation,foundation+toc+cdf-landscape+sig-security-sbom+presentations+artwork+sig-interoperability+sig-security-supply-chain+sig-mlops+charter+sig-security+meetups+cla+cluster+landscape+sig-Interoperability+faq,1768,602,331,491,336,57,499,CDF,cd.foundation
opentracing,opentracing-java+opentracing-python+opentracing-go+opentracing.io+opentracing-cpp+opentracing-javascript+opentracing-php+opentracing-csharp+specification+lua-bridge-tracer+basictracer-python+opentracing-swift+opentracing-objc+opentracing-c+opentracing-rust,1309,806,233,120,148,56,122,OpenTracing,opentracing.io
virtual-kubelet,virtual-kubelet+azure-aci+node-cli+community+openstack-zun+aws-fargate+alibabacloud-eci+cri+podman+azure-batch+nomad,2502,1469,522,353,216,49,295,Virtual Kubelet,virtual-kubelet.io
spiffe,spiffe.io+go-spiffe+spiffe+spiffe-helper+spire-tutorials+spire-examples+java-spiffe+spiffe-envoy-agent+istio-attestor+spire-workload-integrations+kerberos-attestor+spiffe-example+spire-k8s+plugin-template+spiffe-nginx,797,308,264,1225,67,46,158,Spiffe,spiffe.io
spiffe,spire,3932,2256,836,886,375,44,465,Spire,spiffe.io
chubaofs,chubaofs+cfs+docs-zh+chubaofs-helm+chubaofs-csi+chubaofs.github.io+chubaofs-charts+chubaorocks,1393,141,735,469,132,38,385,ChubaoFS,chubao.io
brigadecore+Azure,brigade+brigade+charts+brigade-github-app+kashti+brigade-utils+brigadier+brigade-www+community+buck+brigade-vsts-gateway+brigade-vscode+brigade-eventgrid-gateway+brigade-k8s-gateway+github-gateway-oauth+brigade-tutorial-config+empty-testbed+brigade-tutorial-app+brigtest+brigade-bitbucket-gateway,2729,1315,629,513,380,33,405,Brigade,brigade.sh
theupdateframework,tuf+specification+taps+theupdateframework.github.io,1728,745,272,548,131,28,580,TUF,github.com/theupdateframework.com
telepresenceio,telepresence,1296,657,144,241,338,27,157,Telepresence,telepresence.io
longhorn+rancher,longhorn+longhorn+longhorn-manager+longhorn-tests+longhorn-engine+longhorn-ui+longhorn-instance-manager+website+backupstore+go-iscsi-helper+longhorn-engine-launcher+sparse-tools+community,6082,3006,1274,1800,1061,26,741,Longhorn,github.com/longhorn
in-toto,in-toto+in-toto-golang+docs+ITE+in-toto.github.io+demo+supply-chain-compromises+apt-transport-in-toto+kubectl-in-toto+toc+in-toto-java+totoify-grafeas+layout-web-tool+image-resources,1122,631,211,1223,77,18,203,in-toto,in-toto.io
theupdateframework,notary,566,360,110,41,65,15,31,Notary,github.com/theupdateframework/notary
rkt,rkt,193,93,67,12,21,8,12,rkt,github.com/rkt/rkt
"",OpenMetrics+RichiH/OpenMetrics,199,155,12,16,15,7,17,OpenMetrics,openmetrics.io
