org,repo,activity,comments,prs,commits,issues,authors_alt2,authors_alt1,authors,pushes
submariner-io,submariner-io/subctl,18,6,5,0,0,0,,,7
spinframework,spinframework/runtime-class-manager,18,14,0,0,3,0,,,1
openebs,openebs/dynamic-localpv-provisioner,18,6,1,0,0,0,,,11
ovn-kubernetes,ovn-kubernetes/ovn-kubernetes,18,13,1,0,2,0,,,2
submariner-io,submariner-io/submariner-operator,18,3,11,0,0,0,,,4
submariner-io,submariner-io/submariner,18,3,8,0,0,0,,,7
kubernetes,kubernetes/minikube,18,5,5,0,1,0,,,7
cloudnative-pg,cloudnative-pg/cloudnative-pg,18,3,2,0,1,0,,,12
metal3-io,metal3-io/baremetal-operator,17,9,0,0,1,0,,,7
kcp-dev,kcp-dev/kcp,17,11,1,0,2,0,,,3
kedacore,kedacore/keda,17,10,5,0,1,0,,,1
open-telemetry,open-telemetry/semantic-conventions,17,12,2,0,0,0,,,3
crossplane,crossplane/crossplane,17,6,5,0,0,0,,,6
grpc,grpc/grpc-go,16,3,8,0,4,0,,,1
kubernetes,kubernetes/test-infra,16,7,4,0,0,0,,,5
nats-io,nats-io/nats-server,16,6,3,0,0,0,,,7
kubernetes-sigs,kubernetes-sigs/vsphere-csi-driver,16,15,0,0,0,0,,,1
etcd-io,etcd-io/etcd,16,14,1,0,0,0,,,1
kubernetes-sigs,kubernetes-sigs/multi-network-api,16,16,0,0,0,0,,,0
cedar-policy,cedar-policy/cedar-spec,16,11,2,0,2,0,,,1
kubestellar,kubestellar/kubestellar,16,15,1,0,0,0,,,0
kubeflow,kubeflow/pipelines,15,13,1,0,0,0,,,1
runatlantis,runatlantis/atlantis,15,4,0,0,0,0,,,11
backstage,backstage/actions,15,6,1,0,0,0,,,8
envoyproxy,envoyproxy/ai-gateway,15,12,0,0,1,0,,,2
operator-framework,operator-framework/operator-controller,15,10,3,0,0,0,,,2
kubernetes-sigs,kubernetes-sigs/krew-index,15,6,0,0,0,0,,,9
antrea-io,antrea-io/antrea,15,10,1,0,1,0,,,3
open-telemetry,open-telemetry/opentelemetry-ecosystem-explorer,15,2,1,0,8,0,,,4
knative,knative/func,14,8,3,0,0,0,,,3
youki-dev,youki-dev/youki,14,11,2,0,0,0,,,1
open-telemetry,open-telemetry/opentelemetry-go-contrib,14,4,3,0,1,0,,,6
schemahero,schemahero/schemahero,14,1,5,0,0,0,,,8
kubeflow,kubeflow/sdk,14,12,2,0,0,0,,,0
perses,perses/perses,14,12,0,0,1,0,,,1
perses,perses/perses-operator,14,7,2,0,3,0,,,2
podman-desktop,podman-desktop/extension-podman-quadlet,14,6,1,0,5,0,,,2
kube-burner,kube-burner/kube-burner,14,7,3,0,3,0,,,1
kubeflow,kubeflow/notebooks,14,5,1,0,8,0,,,0
vitessio,vitessio/vitess,14,6,0,0,0,0,,,8
layer5io,layer5io/layer5,14,8,1,0,0,0,,,5
kubeflow,kubeflow/kale,13,8,2,0,3,0,,,0
k8sgpt-ai,k8sgpt-ai/k8sgpt-operator,13,0,1,0,0,0,,,12
cedar-policy,cedar-policy/cedar,13,7,1,0,2,0,,,3
inspektor-gadget,inspektor-gadget/inspektor-gadget,13,10,0,0,0,0,,,3
open-telemetry,open-telemetry/opentelemetry-collector,12,9,1,0,1,0,,,1
metal3-io,metal3-io/ip-address-manager,12,7,0,0,0,0,,,5
pipe-cd,pipe-cd/pipecd,12,6,4,0,0,0,,,2
open-telemetry,open-telemetry/opentelemetry-injector,12,5,4,0,1,0,,,2
dragonflyoss,dragonflyoss/client,12,3,2,0,0,0,,,7
tikv,tikv/pd,12,10,2,0,0,0,,,0
kubeflow,kubeflow/model-registry,12,7,2,0,0,0,,,3
armadaproject,armadaproject/armada,12,9,2,0,0,0,,,1
kubernetes,kubernetes/sig-release,12,10,1,0,0,0,,,1
submariner-io,submariner-io/submariner-charts,12,3,7,0,0,0,,,2
submariner-io,submariner-io/lighthouse,12,3,5,0,0,0,,,4
serverlessworkflow,serverlessworkflow/sdk-java,12,4,0,0,0,0,,,8
bootc-dev,bootc-dev/bcvk,12,10,0,0,0,0,,,2
nats-io,nats-io/nats.c,12,9,2,0,0,0,,,1
open-telemetry,open-telemetry/opentelemetry-kotlin,12,5,1,0,0,0,,,6
kagent-dev,kagent-dev/kagent,12,8,0,0,1,0,,,3
podman-desktop,podman-desktop/podman-desktop-catalog,11,5,0,0,0,0,,,6
argoproj,argoproj/argo-helm,11,4,1,0,1,0,,,5
bank-vaults,bank-vaults/vault-operator,11,4,0,0,0,0,,,7
krkn-chaos,krkn-chaos/krkn,11,5,1,0,2,0,,,3
containerd,containerd/containerd,11,10,1,0,0,0,,,0
kyverno,kyverno/website,11,7,2,0,1,0,,,1
kubernetes-sigs,kubernetes-sigs/agent-sandbox,11,8,2,0,1,0,,,0
cozystack,cozystack/website,11,3,0,0,1,0,,,7
open-telemetry,open-telemetry/opentelemetry-ruby-contrib,10,6,3,0,0,0,,,1
knative,knative/serving,10,9,0,0,0,0,,,1
oras-project,oras-project/oras,10,3,0,0,0,0,,,7
k8gb-io,k8gb-io/k8gb,10,3,1,0,0,0,,,6
cri-o,cri-o/cri-o,10,4,2,0,1,0,,,3
confidential-containers,confidential-containers/cloud-api-adaptor,10,7,0,0,0,0,,,3
tinkerbell,tinkerbell/tinkerbell.org,10,1,7,0,0,0,,,2
open-telemetry,open-telemetry/opentelemetry-js,10,9,1,0,0,0,,,0
inspektor-gadget,inspektor-gadget/ig-benchmarks,10,0,0,0,0,0,,,10
submariner-io,submariner-io/admiral,10,3,0,0,0,0,,,7
strimzi,strimzi/strimzi-kafka-operator,10,7,2,0,0,0,,,1
cilium,cilium/tetragon,10,7,1,0,0,0,,,2
konveyor,konveyor/editor-extensions,10,3,1,0,2,0,,,4
prometheus,prometheus/client_java,10,0,0,0,0,0,,,10
falcosecurity,falcosecurity/falco-operator,10,6,0,0,0,0,,,4
kubernetes-sigs,kubernetes-sigs/image-builder,10,5,4,0,0,0,,,1
cloudnative-pg,cloudnative-pg/postgres-extensions-containers,10,5,0,0,0,0,,,5
kairos-io,kairos-io/hadron,10,4,0,0,0,0,,,6
open-telemetry,open-telemetry/opentelemetry-ebpf-profiler,10,9,0,0,0,0,,,1
oras-project,oras-project/oras-dotnet,10,3,1,0,5,0,,,1
dapr,dapr/java-sdk,9,1,3,0,1,0,,,4
kubernetes-sigs,kubernetes-sigs/node-readiness-controller,9,5,2,0,0,0,,,2
grpc-ecosystem,grpc-ecosystem/grpc-gateway,9,0,0,0,1,0,,,8
cncf,cncf/devstats,9,2,1,0,1,0,,,5
kubernetes-client,kubernetes-client/java,9,5,0,0,0,0,,,4
dapr,dapr/dapr,9,7,0,0,0,0,,,2
perses,perses/plugins,9,2,1,0,0,0,,,6
cilium,cilium/proxy,9,2,0,0,0,0,,,7
kairos-io,kairos-io/kairos,9,3,0,0,3,0,,,3
kubewarden,kubewarden/helm-charts,9,2,2,0,0,0,,,5
volcano-sh,volcano-sh/agentcube,9,6,2,0,1,0,,,0
submariner-io,submariner-io/cloud-prepare,9,3,0,0,0,0,,,6
opencost,opencost/opencost,9,7,1,0,0,0,,,1
hyperlight-dev,hyperlight-dev/hyperlight,9,6,1,0,0,0,,,2
radius-project,radius-project/radius,9,4,0,0,5,0,,,0
open-telemetry,open-telemetry/community,9,4,0,0,3,0,,,2
kubernetes,kubernetes/k8s.io,9,2,4,0,0,0,,,3
open-telemetry,open-telemetry/opentelemetry-operator,9,1,0,0,0,0,,,8
opentofu,opentofu/opentofu,9,6,0,0,0,0,,,3
open-telemetry,open-telemetry/opentelemetry-js-contrib,9,2,1,0,0,0,,,6
spiffe,spiffe/spire,9,4,1,0,0,0,,,4
kubefleet-dev,kubefleet-dev/kubefleet,9,4,1,0,0,0,,,4
kubestellar,kubestellar/docs,9,4,0,0,5,0,,,0
confidential-containers,confidential-containers/trustee,9,9,0,0,0,0,,,0
kubeedge,kubeedge/ianvs,9,4,0,0,5,0,,,0
longhorn,longhorn/website,8,8,0,0,0,0,,,0
meshery,meshery/qa,8,0,0,0,1,0,,,7
kubernetes,kubernetes/community,8,5,2,0,0,0,,,1
kubernetes,kubernetes/cloud-provider-gcp,8,6,1,0,0,0,,,1
kubernetes-sigs,kubernetes-sigs/aws-load-balancer-controller,8,6,0,0,2,0,,,0
volcano-sh,volcano-sh/volcano,8,6,1,0,0,0,,,1
urunc-dev,urunc-dev/urunc,8,3,0,0,5,0,,,0
submariner-io,submariner-io/shipyard,8,3,2,0,0,0,,,3
bank-vaults,bank-vaults/secrets-webhook,8,3,0,0,0,0,,,5
falcosecurity,falcosecurity/libs,8,8,0,0,0,0,,,0
oscal-compass,oscal-compass/compliance-trestle,8,3,1,0,1,0,,,3
kumahq,kumahq/ci-tools,8,0,0,0,0,0,,,8
kumahq,kumahq/kuma-gui,8,4,0,0,0,0,,,4
project-dalec,project-dalec/dalec,8,7,0,0,0,0,,,1
envoyproxy,envoyproxy/toolshed,8,0,1,0,0,0,,,7
kubeflow,kubeflow/trainer,8,6,1,0,0,0,,,1
perses,perses/shared,8,4,2,0,0,0,,,2
projectcapsule,projectcapsule/capsule,8,4,0,0,0,0,,,4
kubeflow,kubeflow/mpi-operator,8,4,1,0,0,0,,,3
envoyproxy,envoyproxy/envoy-website,8,0,0,0,0,0,,,8
kubernetes-sigs,kubernetes-sigs/external-dns,8,6,1,0,0,0,,,1
open-telemetry,open-telemetry/opentelemetry-python-contrib,8,5,2,0,1,0,,,0
openebs,openebs/website,8,8,0,0,0,0,,,0
open-telemetry,open-telemetry/opentelemetry-erlang-contrib,8,1,1,0,0,0,,,6
k0sproject,k0sproject/k0s,8,1,1,0,1,0,,,5
open-telemetry,open-telemetry/opentelemetry-proto,8,7,0,0,0,0,,,1
krkn-chaos,krkn-chaos/krkn-ai,7,2,3,0,1,0,,,1
containerd,containerd/nerdctl,7,4,3,0,0,0,,,0
dragonflyoss,dragonflyoss/api,7,3,3,0,0,0,,,1
kubernetes-sigs,kubernetes-sigs/cluster-api-provider-azure,7,3,2,0,1,0,,,1
confidential-containers,confidential-containers/guest-components,7,4,0,0,0,0,,,3
kubernetes-sigs,kubernetes-sigs/cluster-api-provider-aws,7,6,0,0,0,0,,,1
prometheus,prometheus/blackbox_exporter,7,7,0,0,0,0,,,0
runmedev,runmedev/vscode-runme,7,0,2,0,0,0,,,5
connectrpc,connectrpc/examples-es,7,0,0,0,0,0,,,7
argoproj-labs,argoproj-labs/gitops-promoter,7,1,2,0,1,0,,,3
cncf,cncf/communitygroups,7,5,0,0,2,0,,,0
kubeflow,kubeflow/manifests,7,6,0,0,0,0,,,1
kubeflow,kubeflow/spark-operator,7,4,1,0,2,0,,,0
open-telemetry,open-telemetry/opamp-go,7,2,2,0,1,0,,,2
crossplane-contrib,crossplane-contrib/function-auto-ready,7,2,1,0,0,0,,,4
external-secrets,external-secrets/bitwarden-sdk-server,7,1,4,0,0,0,,,2
meshery,meshery/meshery.io,7,3,2,0,0,0,,,2
kubernetes-sigs,kubernetes-sigs/cluster-api-provider-ibmcloud,7,7,0,0,0,0,,,0
spiffe,spiffe/tornjak,7,3,0,0,0,0,,,4
open-telemetry,open-telemetry/opentelemetry-rust,7,4,0,0,0,0,,,3
cert-manager,cert-manager/webhook-cert-lib,7,3,1,0,0,0,,,3
cloudnative-pg,cloudnative-pg/plugin-barman-cloud,7,3,0,0,0,0,,,4
metal3-io,metal3-io/community,7,7,0,0,0,0,,,0
werf,werf/nelm,7,3,1,0,0,0,,,3
strimzi,strimzi/strimzi-kafka-bridge,6,5,1,0,0,0,,,0
kubescape,kubescape/node-agent,6,4,0,0,0,0,,,2
cadence-workflow,cadence-workflow/cadence,6,4,1,0,0,0,,,1
open-telemetry,open-telemetry/opentelemetry-android,6,0,3,0,0,0,,,3
kubevirt,kubevirt/project-infra,6,5,1,0,0,0,,,0
tikv,tikv/tikv,6,2,2,0,2,0,,,0
operator-framework,operator-framework/java-operator-sdk,6,3,0,0,1,0,,,2
fluent,fluent/fluentd,6,4,2,0,0,0,,,0
karmada-io,karmada-io/dashboard,6,1,0,0,0,0,,,5
koordinator-sh,koordinator-sh/koordinator,6,5,0,0,0,0,,,1
cncf,cncf/landscape,6,1,1,0,0,0,,,4
open-telemetry,open-telemetry/opentelemetry-java-instrumentation,6,2,1,0,0,0,,,3
dapr,dapr/docs,6,2,4,0,0,0,,,0
open-feature,open-feature/go-sdk,6,2,0,0,1,0,,,3
crossplane-contrib,crossplane-contrib/function-patch-and-transform,6,1,0,0,0,0,,,5
open-telemetry,open-telemetry/opentelemetry-browser,6,1,0,0,0,0,,,5
openkruise,openkruise/kruise,6,6,0,0,0,0,,,0
bank-vaults,bank-vaults/vault-secrets-webhook,6,2,0,0,0,0,,,4
containerd,containerd/nydus-snapshotter,6,3,3,0,0,0,,,0
buildpacks-community,buildpacks-community/kpack-cli,6,3,2,0,0,0,,,1
cncf,cncf/staff,6,0,0,0,6,0,,,0
open-telemetry,open-telemetry/opentelemetry-php-contrib,6,0,0,0,0,0,,,6
kserve,kserve/kserve,6,2,1,0,2,0,,,1
open-telemetry,open-telemetry/opentelemetry-dotnet-instrumentation,6,6,0,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/provider-aws-test-infra,6,1,2,0,0,0,,,3
open-policy-agent,open-policy-agent/swift-opa,6,5,1,0,0,0,,,0
wasmCloud,wasmCloud/wasmcloud.com,6,5,0,0,0,0,,,1
crossplane-contrib,crossplane-contrib/function-extra-resources,6,1,0,0,0,0,,,5
devfile,devfile/devworkspace-operator,6,6,0,0,0,0,,,0
ovn-kubernetes,ovn-kubernetes/ovn-kubernetes-mcp,6,6,0,0,0,0,,,0
fluxcd,fluxcd/helm-controller,6,0,1,0,2,0,,,3
konveyor,konveyor/release-tools,6,0,1,0,0,0,,,5
k3s-io,k3s-io/k3s,6,5,0,0,1,0,,,0
podman-desktop,podman-desktop/extension-apple-container,6,2,0,0,0,0,,,4
kedacore,kedacore/http-add-on,6,4,2,0,0,0,,,0
open-policy-agent,open-policy-agent/regal,6,3,2,0,0,0,,,1
oras-project,oras-project/oras-java,6,3,0,0,0,0,,,3
fluxcd,fluxcd/website,6,2,2,0,0,0,,,2
bank-vaults,bank-vaults/secret-sync,6,3,0,0,0,0,,,3
kubestellar,kubestellar/ui,6,2,2,0,0,0,,,2
inspektor-gadget,inspektor-gadget/headlamp-plugin,5,5,0,0,0,0,,,0
cloudnative-pg,cloudnative-pg/postgres-containers,5,0,0,0,0,0,,,5
prometheus-community,prometheus-community/postgres_exporter,5,2,1,0,1,0,,,1
werf,werf/werf,5,0,2,0,0,0,,,3
podman-desktop,podman-desktop/extension-kind,5,4,0,0,0,0,,,1
shipwright-io,shipwright-io/community,5,2,0,0,3,0,,,0
kubescape,kubescape/kubescape,5,1,1,0,0,0,,,3
jaegertracing,jaegertracing/helm-charts,5,0,2,0,0,0,,,3
cdk8s-team,cdk8s-team/cdk8s-plus,5,0,0,0,0,0,,,5
longhorn,longhorn/longhorn-tests,5,2,0,0,0,0,,,3
cncf,cncf/open-community-groups,5,0,0,0,0,0,,,5
kubernetes-csi,kubernetes-csi/csi-driver-nfs,5,1,0,0,0,0,,,4
spinframework,spinframework/spin,5,5,0,0,0,0,,,0
kubewarden,kubewarden/policies,5,0,0,0,0,0,,,5
kubernetes-sigs,kubernetes-sigs/gcp-filestore-csi-driver,5,2,1,0,0,0,,,2
longhorn,longhorn/longhorn-manager,5,0,2,0,0,0,,,3
konveyor,konveyor/analyzer-lsp,5,1,0,0,4,0,,,0
bank-vaults,bank-vaults/vault-secrets-reloader,5,2,0,0,0,0,,,3
kubernetes,kubernetes/perf-tests,5,3,1,0,0,0,,,1
cilium,cilium/little-vm-helper-images,5,1,0,0,0,0,,,4
nats-io,nats-io/nats.java,5,2,0,0,0,0,,,3
backstage,backstage/demo,5,0,1,0,0,0,,,4
kubeflow,kubeflow/community,5,4,1,0,0,0,,,0
kubernetes,kubernetes/release,5,4,0,0,0,0,,,1
kubernetes-sigs,kubernetes-sigs/jobset,5,2,0,0,0,0,,,3
kubernetes-sigs,kubernetes-sigs/karpenter,5,1,1,0,2,0,,,1
k8up-io,k8up-io/k8up,5,0,0,0,0,0,,,5
containers,containers/buildah,5,2,0,0,0,0,,,3
istio,istio/release-builder,5,2,1,0,0,0,,,2
knative,knative/docs,5,2,2,0,0,0,,,1
konveyor,konveyor/rulesets,5,0,0,0,5,0,,,0
krkn-chaos,krkn-chaos/krkn-lib,5,0,1,0,0,0,,,4
Project-HAMi,Project-HAMi/HAMi,5,4,0,0,1,0,,,0
fluent,fluent/fluent-bit,5,2,1,0,2,0,,,0
crossplane,crossplane/docs,5,5,0,0,0,0,,,0
open-cluster-management-io,open-cluster-management-io/managed-serviceaccount,5,3,0,0,0,0,,,2
kubescape,kubescape/operator,5,0,3,0,0,0,,,2
open-telemetry,open-telemetry/opentelemetry-php-instrumentation,5,0,0,0,0,0,,,5
konveyor,konveyor/koncur,5,0,0,0,0,0,,,5
longhorn,longhorn/backing-image-manager,5,0,0,0,0,0,,,5
kubescape,kubescape/helm-charts,5,2,1,0,0,0,,,2
Project-HAMi,Project-HAMi/ascend-device-plugin,5,5,0,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/cve-feed-osv,5,0,0,0,0,0,,,5
argoproj-labs,argoproj-labs/argocd-agent,5,3,2,0,0,0,,,0
open-telemetry,open-telemetry/opentelemetry-configuration,5,2,0,0,0,0,,,3
metal3-io,metal3-io/utility-images,4,4,0,0,0,0,,,0
connectrpc,connectrpc/connect-kotlin,4,1,0,0,0,0,,,3
spidernet-io,spidernet-io/spiderpool,4,1,0,0,0,0,,,3
kubernetes-sigs,kubernetes-sigs/dra-example-driver,4,4,0,0,0,0,,,0
oxia-db,oxia-db/oxia,4,0,4,0,0,0,,,0
cncf,cncf/maintainer-d,4,1,0,0,2,0,,,1
microcks,microcks/microcks-testcontainers-dotnet-demo,4,1,1,0,0,0,,,2
fluid-cloudnative,fluid-cloudnative/fluid,4,2,1,0,0,0,,,1
keycloak,keycloak/keycloak-benchmark,4,1,0,0,1,0,,,2
containerd,containerd/runwasi,4,0,0,0,0,0,,,4
open-telemetry,open-telemetry/opentelemetry-go,4,3,0,0,0,0,,,1
piraeusdatastore,piraeusdatastore/piraeus-operator,4,2,0,0,2,0,,,0
layer5io,layer5io/docs,4,0,0,0,0,0,,,4
keycloak,keycloak/keycloak-web,4,0,1,0,3,0,,,0
cozystack,cozystack/talm,4,3,0,0,0,0,,,1
kubernetes-csi,kubernetes-csi/external-attacher,4,2,0,0,0,0,,,2
bank-vaults,bank-vaults/vault-helm-chart,4,2,0,0,0,0,,,2
kubewarden,kubewarden/policy-sdk-js,4,0,0,0,0,0,,,4
kairos-io,kairos-io/kairos-init,4,2,0,0,0,0,,,2
kairos-io,kairos-io/kairos-operator,4,0,0,0,0,0,,,4
kubevirt,kubevirt/hyperconverged-cluster-operator,4,1,0,0,0,0,,,3
istio,istio/proxy,4,0,1,0,0,0,,,3
cloud-custodian,cloud-custodian/cloud-custodian,4,2,0,0,2,0,,,0
open-telemetry,open-telemetry/opentelemetry-php,4,0,0,0,0,0,,,4
kumahq,kumahq/kuma-counter-demo,4,0,0,0,0,0,,,4
open-feature,open-feature/dotnet-sdk-contrib,4,1,1,0,0,0,,,2
kubevirt,kubevirt/csi-driver,4,4,0,0,0,0,,,0
helm,helm/helm-www,4,1,1,0,1,0,,,1
goharbor,goharbor/website,4,4,0,0,0,0,,,0
kagent-dev,kagent-dev/website,4,1,3,0,0,0,,,0
cloudnative-pg,cloudnative-pg/governance,4,1,0,0,0,0,,,3
kubernetes-sigs,kubernetes-sigs/prometheus-adapter,4,4,0,0,0,0,,,0
prometheus,prometheus/client_ruby,4,0,1,0,0,0,,,3
crossplane,crossplane/provider-template,4,0,0,0,0,0,,,4
crossplane-contrib,crossplane-contrib/provider-terraform,4,0,0,0,0,0,,,4
kairos-io,kairos-io/kairos-factory-action,4,0,0,0,0,0,,,4
kedacore,kedacore/charts,4,3,0,0,0,0,,,1
krkn-chaos,krkn-chaos/krkn-operator,4,0,0,0,0,0,,,4
containernetworking,containernetworking/plugins,4,3,1,0,0,0,,,0
bootc-dev,bootc-dev/bootc,4,1,0,0,1,0,,,2
openkruise,openkruise/agents,4,3,1,0,0,0,,,0
kaito-project,kaito-project/kaito,4,1,1,0,0,0,,,2
cortexproject,cortexproject/cortex,4,4,0,0,0,0,,,0
dapr,dapr/dapr-agents,4,2,0,0,0,0,,,2
openyurtio,openyurtio/openyurt,4,2,1,0,1,0,,,0
podman-desktop,podman-desktop/extension-kubernetes-dashboard,4,2,0,0,0,0,,,2
kubernetes-sigs,kubernetes-sigs/contributor-playground,4,0,4,0,0,0,,,0
konveyor,konveyor/tackle2-seed,4,2,2,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/kindnet,4,3,0,0,1,0,,,0
kcp-dev,kcp-dev/kcp-operator,4,3,1,0,0,0,,,0
kubernetes,kubernetes/sig-security,4,4,0,0,0,0,,,0
bank-vaults,bank-vaults/secret-init,4,2,0,0,0,0,,,2
open-telemetry,open-telemetry/opentelemetry-java,4,3,0,0,0,0,,,1
piraeusdatastore,piraeusdatastore/piraeus,3,2,0,0,1,0,,,0
cdk8s-team,cdk8s-team/cdk8s-cli,3,0,0,0,0,0,,,3
argoproj,argoproj/argoproj-deployments,3,0,0,0,0,0,,,3
strimzi,strimzi/strimzi-mqtt-bridge,3,3,0,0,0,0,,,0
etcd-io,etcd-io/protodoc,3,1,1,0,0,0,,,1
cert-manager,cert-manager/approver-policy,3,2,0,0,1,0,,,0
podman-desktop,podman-desktop/extension-postgresql,3,0,0,0,0,0,,,3
podman-desktop,podman-desktop/extension-minikube,3,1,0,0,0,0,,,2
openkruise,openkruise/openkruise.io,3,1,0,0,0,0,,,2
helm,helm/helm,3,2,0,0,1,0,,,0
openfga,openfga/dotnet-sdk,3,2,0,0,0,0,,,1
backstage,backstage/community,3,1,0,0,0,0,,,2
kubernetes-sigs,kubernetes-sigs/signalhound,3,1,0,0,0,0,,,2
cncf,cncf/people,3,0,1,0,0,0,,,2
bootc-dev,bootc-dev/infra,3,0,0,0,0,0,,,3
kubernetes-sigs,kubernetes-sigs/ibm-powervs-block-csi-driver,3,1,0,0,0,0,,,2
kubernetes,kubernetes/registry.k8s.io,3,3,0,0,0,0,,,0
etcd-io,etcd-io/etcd-operator,3,3,0,0,0,0,,,0
