org,repo,activity,comments,prs,commits,issues,authors_alt2,authors_alt1,authors,pushes
podman-desktop,podman-desktop/extension-kubernetes-contexts,1,1,0,0,0,0,,,0
wasmCloud,wasmCloud/typescript,1,0,0,0,0,0,,,1
nats-io,nats-io/prometheus-nats-exporter,1,1,0,0,0,0,,,0
cert-manager,cert-manager/example-approver-policy-plugin,1,0,0,0,0,0,,,1
open-telemetry,open-telemetry/opentelemetry-java-examples,1,0,0,0,0,0,,,1
backstage,backstage/charts,1,1,0,0,0,0,,,0
open-telemetry,open-telemetry/.github,1,0,0,0,0,0,,,1
prometheus,prometheus/jmx_exporter,1,0,0,0,0,0,,,1
crossplane,crossplane/function-sdk-go,1,0,0,0,0,0,,,1
falcosecurity,falcosecurity/falco-actions,1,1,0,0,0,0,,,0
kairos-io,kairos-io/go-nodepair,1,0,0,0,0,0,,,1
open-telemetry,open-telemetry/opentelemetry-ruby,1,1,0,0,0,0,,,0
istio,istio/ztunnel,1,0,0,0,1,0,,,0
kmesh-net,kmesh-net/orion,1,0,0,0,0,0,,,1
kubeflow,kubeflow/testing,1,0,1,0,0,0,,,0
volcano-sh,volcano-sh/website,1,1,0,0,0,0,,,0
kube-logging,kube-logging/fluentd-images,1,0,0,0,0,0,,,1
kubernetes-sigs,kubernetes-sigs/controller-tools,1,0,0,0,0,0,,,1
prometheus-community,prometheus-community/fortigate_exporter,1,0,0,0,1,0,,,0
cdk8s-team,cdk8s-team/cdk8s-awscdk-resolver-go,1,0,0,0,0,0,,,1
kubevela,kubevela/kubevela.github.io,1,0,1,0,0,0,,,0
opentofu,opentofu/terraform-provider-corner,1,0,0,0,0,0,,,1
argoproj,argoproj/argo-schema-generator,1,0,0,0,0,0,,,1
open-feature,open-feature/openfeature.dev,1,0,0,0,0,0,,,1
cdk8s-team,cdk8s-team/cdk8s-redis,1,0,0,0,0,0,,,1
cilium,cilium/json-mock,1,0,0,0,0,0,,,1
projectcontour,projectcontour/contour,1,1,0,0,0,0,,,0
kaito-project,kaito-project/aikit,1,0,0,0,1,0,,,0
microcks,microcks/.github,1,1,0,0,0,0,,,0
cdk8s-team,cdk8s-team/cdk8s-validation-plugin-example,1,0,0,0,0,0,,,1
project-zot,project-zot/zui,1,0,1,0,0,0,,,0
open-telemetry,open-telemetry/opentelemetry-proto-java,1,0,0,0,0,0,,,1
open-telemetry,open-telemetry/sig-developer-experience,1,1,0,0,0,0,,,0
meshery,meshery/slack,1,0,1,0,0,0,,,0
dapr,dapr/test-infra,1,0,1,0,0,0,,,0
etcd-io,etcd-io/gofail,1,0,0,0,0,0,,,1
kubernetes-sigs,kubernetes-sigs/azuredisk-csi-driver,1,0,0,0,0,0,,,1
argoproj-labs,argoproj-labs/argocd-image-updater,1,1,0,0,0,0,,,0
keycloak,keycloak/keycloak-nodejs-connect,1,1,0,0,0,0,,,0
linkerd,linkerd/linkerd2,1,1,0,0,0,0,,,0
modelpack,modelpack/model-spec,1,0,0,0,1,0,,,0
argoproj-labs,argoproj-labs/rollout-extension,1,1,0,0,0,0,,,0
nats-io,nats-io/natscli,1,1,0,0,0,0,,,0
AthenZ,AthenZ/athenz,1,0,0,0,0,0,,,1
cncf,cncf/tab,1,1,0,0,0,0,,,0
openfga,openfga/js-sdk,1,0,0,0,0,0,,,1
meshery,meshery/meshkit,1,0,1,0,0,0,,,0
SlimPlanet,SlimPlanet/SlimFaas,1,0,0,0,0,0,,,1
cert-manager,cert-manager/sample-external-issuer,1,0,0,0,0,0,,,1
kserve,kserve/models-web-app,1,1,0,0,0,0,,,0
containers,containers/aardvark-dns,1,0,0,0,0,0,,,1
kubernetes,kubernetes/utils,1,1,0,0,0,0,,,0
k3s-io,k3s-io/k3s-ansible,1,1,0,0,0,0,,,0
crossplane-contrib,crossplane-contrib/provider-upjet-azuread,1,0,0,0,0,0,,,1
cncf,cncf/k8s-conformance,1,0,1,0,0,0,,,0
kubernetes-sigs,kubernetes-sigs/descheduler,1,1,0,0,0,0,,,0
falcosecurity,falcosecurity/falcosidekick,1,0,0,0,0,0,,,1
knative,knative/eventing,1,1,0,0,0,0,,,0
kubeflow,kubeflow/kubeflow,1,1,0,0,0,0,,,0
argoproj,argoproj/argo-events,1,0,0,0,1,0,,,0
karmada-io,karmada-io/community,1,1,0,0,0,0,,,0
kubernetes-client,kubernetes-client/javascript,1,1,0,0,0,0,,,0
Kuadrant,Kuadrant/limitador,1,1,0,0,0,0,,,0
fluxcd,fluxcd/notification-controller,1,0,0,0,0,0,,,1
kube-burner,kube-burner/kube-burner-ocp,1,1,0,0,0,0,,,0
open-telemetry,open-telemetry/opentelemetry-proto-go,1,0,0,0,0,0,,,1
longhorn,longhorn/longhorn-ui,1,0,0,0,0,0,,,1
kcp-dev,kcp-dev/init-agent,1,0,0,0,0,0,,,1
openfga,openfga/python-sdk,1,1,0,0,0,0,,,0
