project,url,label,activity,comments,prs,commits,issues,authors,sum_activity,sum_comments,sum_prs,sum_commits,sum_issues,sum_authors
Docker,mobyproject.org,2016-07,21749,16704,1782,1215,2048,314,200910,155592,16407,11907,17004,564
Docker,mobyproject.org,2016-10,23273,18519,1624,1036,2094,314,200910,155592,16407,11907,17004,564
Docker,mobyproject.org,2017-01,21198,15678,2037,1556,1927,369,200910,155592,16407,11907,17004,564
Docker,mobyproject.org,2017-04,21511,15244,2049,1788,2430,434,200910,155592,16407,11907,17004,564
Azure,azure.github.io,2015-04,1278,647,261,223,147,68,81576,45185,13548,15502,7341,535
Azure,azure.github.io,2015-07,1860,1158,240,216,246,74,81576,45185,13548,15502,7341,535
Azure,azure.github.io,2015-10,6844,3241,1674,1456,473,454,81576,45185,13548,15502,7341,535
Azure,azure.github.io,2016-01,7127,3221,1535,1852,519,505,81576,45185,13548,15502,7341,535
Azure,azure.github.io,2016-04,12683,6405,2322,3054,902,665,81576,45185,13548,15502,7341,535
Azure,azure.github.io,2016-07,12985,7033,1931,2812,1209,665,81576,45185,13548,15502,7341,535
Azure,azure.github.io,2016-10,13380,7880,1913,2326,1261,665,81576,45185,13548,15502,7341,535
Azure,azure.github.io,2017-01,11713,7253,1674,1628,1158,665,81576,45185,13548,15502,7341,535
Azure,azure.github.io,2017-04,13706,8347,1998,1935,1426,665,81576,45185,13548,15502,7341,535
VS Code,code.visualstudio.com,2015-04,8519,6236,664,631,988,73,240307,165635,13889,26255,34528,509
VS Code,code.visualstudio.com,2015-07,11317,8215,1047,977,1078,73,240307,165635,13889,26255,34528,509
VS Code,code.visualstudio.com,2015-10,11353,7786,1079,1315,1173,116,240307,165635,13889,26255,34528,509
VS Code,code.visualstudio.com,2016-01,21443,15310,1361,1985,2787,154,240307,165635,13889,26255,34528,509
VS Code,code.visualstudio.com,2016-04,29876,20677,1530,3314,4355,211,240307,165635,13889,26255,34528,509
VS Code,code.visualstudio.com,2016-07,31177,21292,1645,3685,4555,320,240307,165635,13889,26255,34528,509
VS Code,code.visualstudio.com,2016-10,37330,25231,1952,4554,5593,320,240307,165635,13889,26255,34528,509
VS Code,code.visualstudio.com,2017-01,39869,26957,2159,4553,6200,372,240307,165635,13889,26255,34528,509
VS Code,code.visualstudio.com,2017-04,49423,33931,2452,5241,7799,372,240307,165635,13889,26255,34528,509
Mozilla,mozilla.org,2015-04,11086,7443,903,1206,1534,96,106047,61949,9083,22201,12814,488
Mozilla,mozilla.org,2015-07,5214,3737,358,537,582,96,106047,61949,9083,22201,12814,488
Mozilla,mozilla.org,2015-10,10331,6814,780,1160,1577,96,106047,61949,9083,22201,12814,488
Mozilla,mozilla.org,2016-01,9558,5991,881,1772,914,167,106047,61949,9083,22201,12814,488
Mozilla,mozilla.org,2016-04,7667,4623,714,1364,966,171,106047,61949,9083,22201,12814,488
Mozilla,mozilla.org,2016-07,19070,10445,1830,4395,2400,392,106047,61949,9083,22201,12814,488
Mozilla,mozilla.org,2016-10,14855,8383,1328,3440,1704,392,106047,61949,9083,22201,12814,488
Mozilla,mozilla.org,2017-01,10886,5401,949,3309,1227,392,106047,61949,9083,22201,12814,488
Mozilla,mozilla.org,2017-04,17380,9112,1340,5018,1910,408,106047,61949,9083,22201,12814,488
Ansible,ansible.com,2015-04,4343,2816,543,436,548,100,101427,68266,12359,10644,10158,455
Ansible,ansible.com,2015-07,7284,4814,953,671,846,141,101427,68266,12359,10644,10158,455
Ansible,ansible.com,2015-10,9556,6574,1060,883,1039,163,101427,68266,12359,10644,10158,455
Ansible,ansible.com,2016-01,9699,6719,1047,891,1042,163,101427,68266,12359,10644,10158,455
Ansible,ansible.com,2016-04,12426,8640,1236,1067,1483,232,101427,68266,12359,10644,10158,455
Ansible,ansible.com,2016-07,13052,9004,1468,1352,1228,385,101427,68266,12359,10644,10158,455
Ansible,ansible.com,2016-10,14153,9255,1743,1858,1297,391,101427,68266,12359,10644,10158,455
Ansible,ansible.com,2017-01,14532,9528,1931,1706,1367,391,101427,68266,12359,10644,10158,455
Ansible,ansible.com,2017-04,16382,10916,2378,1780,1308,391,101427,68266,12359,10644,10158,455
Angular,angular.io,2015-04,21350,14669,1337,2537,2807,328,267483,187181,19038,26662,34602,428
Angular,angular.io,2015-07,25236,16975,1746,2922,3593,328,267483,187181,19038,26662,34602,428
Angular,angular.io,2015-10,26258,17515,1777,3525,3441,336,267483,187181,19038,26662,34602,428
Angular,angular.io,2016-01,27532,18515,2009,3418,3590,336,267483,187181,19038,26662,34602,428
Angular,angular.io,2016-04,35560,25367,2285,3700,4208,547,267483,187181,19038,26662,34602,428
Angular,angular.io,2016-07,34994,24329,2686,3512,4467,662,267483,187181,19038,26662,34602,428
Angular,angular.io,2016-10,31961,23079,2291,2339,4252,662,267483,187181,19038,26662,34602,428
Angular,angular.io,2017-01,29783,21657,2221,2124,3781,662,267483,187181,19038,26662,34602,428
Angular,angular.io,2017-04,34809,25075,2686,2585,4463,662,267483,187181,19038,26662,34602,428
Terraform,terraform.io,2015-04,2847,1890,280,366,311,55,64908,42136,5748,10249,6775,365
Terraform,terraform.io,2015-07,5958,3910,574,811,663,111,64908,42136,5748,10249,6775,365
Terraform,terraform.io,2015-10,3966,2775,316,363,512,111,64908,42136,5748,10249,6775,365
Terraform,terraform.io,2016-01,6778,4684,530,959,605,142,64908,42136,5748,10249,6775,365
Terraform,terraform.io,2016-04,8645,5796,641,1295,913,177,64908,42136,5748,10249,6775,365
Terraform,terraform.io,2016-07,8975,6073,753,1384,765,203,64908,42136,5748,10249,6775,365
Terraform,terraform.io,2016-10,8939,5692,804,1535,908,213,64908,42136,5748,10249,6775,365
Terraform,terraform.io,2017-01,8402,5357,746,1322,977,213,64908,42136,5748,10249,6775,365
Terraform,terraform.io,2017-04,10398,5959,1104,2214,1121,275,64908,42136,5748,10249,6775,365
Elasticsearch,elastic.co/products/elasticsearch,2015-04,11589,7352,860,1941,1436,129,170157,110284,16659,26597,16617,313
Elasticsearch,elastic.co/products/elasticsearch,2015-07,14128,9061,1224,2304,1539,129,170157,110284,16659,26597,16617,313
Elasticsearch,elastic.co/products/elasticsearch,2015-10,17362,11707,1458,2509,1688,151,170157,110284,16659,26597,16617,313
Elasticsearch,elastic.co/products/elasticsearch,2016-01,20948,13654,1946,3367,1981,200,170157,110284,16659,26597,16617,313
Elasticsearch,elastic.co/products/elasticsearch,2016-04,23677,16018,2242,3212,2205,222,170157,110284,16659,26597,16617,313
Elasticsearch,elastic.co/products/elasticsearch,2016-07,22453,15328,2341,2835,1949,267,170157,110284,16659,26597,16617,313
Elasticsearch,elastic.co/products/elasticsearch,2016-10,19524,12803,2104,2868,1749,267,170157,110284,16659,26597,16617,313
Elasticsearch,elastic.co/products/elasticsearch,2017-01,21023,12305,2316,4222,2180,267,170157,110284,16659,26597,16617,313
Elasticsearch,elastic.co/products/elasticsearch,2017-04,19453,12056,2168,3339,1890,267,170157,110284,16659,26597,16617,313
SaltStack,repo.saltstack.com,2015-04,10167,6692,1430,1056,989,223,70880,50065,9767,2805,8243,306
SaltStack,repo.saltstack.com,2015-07,9552,6237,1518,693,1104,223,70880,50065,9767,2805,8243,306
SaltStack,repo.saltstack.com,2015-10,8410,5796,1109,477,1028,223,70880,50065,9767,2805,8243,306
SaltStack,repo.saltstack.com,2016-01,7853,5484,1096,180,1093,223,70880,50065,9767,2805,8243,306
SaltStack,repo.saltstack.com,2016-04,7396,5281,1093,161,861,223,70880,50065,9767,2805,8243,306
SaltStack,repo.saltstack.com,2016-07,7078,5226,924,64,864,223,70880,50065,9767,2805,8243,306
SaltStack,repo.saltstack.com,2016-10,7060,5240,944,65,811,223,70880,50065,9767,2805,8243,306
SaltStack,repo.saltstack.com,2017-01,6155,4672,732,50,701,223,70880,50065,9767,2805,8243,306
SaltStack,repo.saltstack.com,2017-04,7209,5437,921,59,792,223,70880,50065,9767,2805,8243,306
Symfony,symfony.com,2015-04,5620,3917,786,537,380,108,49018,36597,5789,3101,3531,290
Symfony,symfony.com,2015-07,6725,4908,794,567,456,146,49018,36597,5789,3101,3531,290
Symfony,symfony.com,2015-10,4118,3160,418,202,338,146,49018,36597,5789,3101,3531,290
Symfony,symfony.com,2016-01,6358,4429,859,538,532,146,49018,36597,5789,3101,3531,290
Symfony,symfony.com,2016-04,6048,4784,662,205,397,146,49018,36597,5789,3101,3531,290
Symfony,symfony.com,2016-07,4184,3221,448,177,338,146,49018,36597,5789,3101,3531,290
Symfony,symfony.com,2016-10,5697,4252,691,377,377,146,49018,36597,5789,3101,3531,290
Symfony,symfony.com,2017-01,4953,3912,535,176,330,146,49018,36597,5789,3101,3531,290
Symfony,symfony.com,2017-04,5315,4014,596,322,383,146,49018,36597,5789,3101,3531,290
Ruby on Rails,rubyonrails.org,2015-04,7625,5380,926,848,471,186,55278,38323,7281,5999,3675,280
Ruby on Rails,rubyonrails.org,2015-07,5808,4007,839,587,375,186,55278,38323,7281,5999,3675,280
Ruby on Rails,rubyonrails.org,2015-10,5753,3851,819,734,349,186,55278,38323,7281,5999,3675,280
Ruby on Rails,rubyonrails.org,2016-01,5643,3881,728,687,347,220,55278,38323,7281,5999,3675,280
Ruby on Rails,rubyonrails.org,2016-04,7984,5657,1045,729,553,220,55278,38323,7281,5999,3675,280
Ruby on Rails,rubyonrails.org,2016-07,6611,4697,895,618,401,220,55278,38323,7281,5999,3675,280
Ruby on Rails,rubyonrails.org,2016-10,5162,3567,688,510,397,220,55278,38323,7281,5999,3675,280
Ruby on Rails,rubyonrails.org,2017-01,4488,3072,550,555,311,220,55278,38323,7281,5999,3675,280
Ruby on Rails,rubyonrails.org,2017-04,6204,4211,791,731,471,220,55278,38323,7281,5999,3675,280
ASP.net,asp.net,2015-04,8806,4510,696,2786,814,90,107876,64694,7829,24227,11126,275
ASP.net,asp.net,2015-07,9882,5430,727,2560,1165,122,107876,64694,7829,24227,11126,275
ASP.net,asp.net,2015-10,13692,7948,941,3402,1401,152,107876,64694,7829,24227,11126,275
ASP.net,asp.net,2016-01,17152,10603,1203,3625,1721,220,107876,64694,7829,24227,11126,275
ASP.net,asp.net,2016-04,11707,7471,715,2295,1226,220,107876,64694,7829,24227,11126,275
ASP.net,asp.net,2016-07,14505,9291,974,2758,1482,247,107876,64694,7829,24227,11126,275
ASP.net,asp.net,2016-10,9398,6133,624,1596,1045,247,107876,64694,7829,24227,11126,275
ASP.net,asp.net,2017-01,9242,5958,678,1624,982,247,107876,64694,7829,24227,11126,275
ASP.net,asp.net,2017-04,13492,7350,1271,3581,1290,247,107876,64694,7829,24227,11126,275
ManageIQ,manageiq.org,2015-04,5970,3871,1015,861,223,51,86672,57660,13963,13047,2002,223
ManageIQ,manageiq.org,2015-07,5222,3581,789,738,114,58,86672,57660,13963,13047,2002,223
ManageIQ,manageiq.org,2015-10,7164,4762,1175,1007,220,62,86672,57660,13963,13047,2002,223
ManageIQ,manageiq.org,2016-01,7535,4917,1313,1154,151,71,86672,57660,13963,13047,2002,223
ManageIQ,manageiq.org,2016-04,9374,6171,1681,1260,262,88,86672,57660,13963,13047,2002,223
ManageIQ,manageiq.org,2016-07,12683,8427,1942,1975,339,179,86672,57660,13963,13047,2002,223
ManageIQ,manageiq.org,2016-10,13978,9637,1989,2029,323,179,86672,57660,13963,13047,2002,223
ManageIQ,manageiq.org,2017-01,11563,7558,1795,2033,177,179,86672,57660,13963,13047,2002,223
ManageIQ,manageiq.org,2017-04,13183,8736,2264,1990,193,193,86672,57660,13963,13047,2002,223
Magento,magento.com/home,2015-04,1994,1626,76,61,231,36,49824,39143,1502,1773,7406,221
Magento,magento.com/home,2015-07,1612,1276,51,41,244,36,49824,39143,1502,1773,7406,221
Magento,magento.com/home,2015-10,2925,2173,135,127,490,78,49824,39143,1502,1773,7406,221
Magento,magento.com/home,2016-01,4453,3332,153,161,807,78,49824,39143,1502,1773,7406,221
Magento,magento.com/home,2016-04,5563,4210,149,162,1042,85,49824,39143,1502,1773,7406,221
Magento,magento.com/home,2016-07,9750,7241,299,832,1378,172,49824,39143,1502,1773,7406,221
Magento,magento.com/home,2016-10,9627,7984,197,114,1332,172,49824,39143,1502,1773,7406,221
Magento,magento.com/home,2017-01,7065,5731,180,110,1044,172,49824,39143,1502,1773,7406,221
Magento,magento.com/home,2017-04,6835,5570,262,165,838,172,49824,39143,1502,1773,7406,221
Ionic,ionicframework.com,2015-04,4336,3121,167,375,673,77,56616,36628,2027,8994,8967,203
Ionic,ionicframework.com,2015-07,3869,2879,141,236,613,77,56616,36628,2027,8994,8967,203
Ionic,ionicframework.com,2015-10,3493,2729,145,116,503,77,56616,36628,2027,8994,8967,203
Ionic,ionicframework.com,2016-01,2757,2082,57,209,409,77,56616,36628,2027,8994,8967,203
Ionic,ionicframework.com,2016-04,7549,3795,200,2389,1165,127,56616,36628,2027,8994,8967,203
Ionic,ionicframework.com,2016-07,7953,4319,273,2166,1195,189,56616,36628,2027,8994,8967,203
Ionic,ionicframework.com,2016-10,7988,4734,373,1584,1297,189,56616,36628,2027,8994,8967,203
Ionic,ionicframework.com,2017-01,11700,8350,395,1079,1876,189,56616,36628,2027,8994,8967,203
Ionic,ionicframework.com,2017-04,6971,4619,276,840,1236,189,56616,36628,2027,8994,8967,203
Odoo,odoo.com,2015-04,5989,3089,987,1296,617,175,48370,24830,7775,11529,4236,182
Odoo,odoo.com,2015-07,5516,3148,832,994,542,181,48370,24830,7775,11529,4236,182
Odoo,odoo.com,2015-10,6504,3073,1027,1917,487,184,48370,24830,7775,11529,4236,182
Odoo,odoo.com,2016-01,5944,3199,892,1244,609,184,48370,24830,7775,11529,4236,182
Odoo,odoo.com,2016-04,4905,2247,895,1290,473,184,48370,24830,7775,11529,4236,182
Odoo,odoo.com,2016-07,5053,2671,795,1255,332,184,48370,24830,7775,11529,4236,182
Odoo,odoo.com,2016-10,4553,2221,706,1302,324,184,48370,24830,7775,11529,4236,182
Odoo,odoo.com,2017-01,5396,3013,795,1117,471,184,48370,24830,7775,11529,4236,182
Odoo,odoo.com,2017-04,4510,2169,846,1114,381,184,48370,24830,7775,11529,4236,182
CoreOS,coreos.com,2015-04,3450,2121,443,581,305,40,46679,33129,5276,4388,3886,159
CoreOS,coreos.com,2015-07,3253,2182,362,384,325,40,46679,33129,5276,4388,3886,159
CoreOS,coreos.com,2015-10,3989,2860,476,286,367,54,46679,33129,5276,4388,3886,159
CoreOS,coreos.com,2016-01,4438,3200,540,312,386,68,46679,33129,5276,4388,3886,159
CoreOS,coreos.com,2016-04,6566,4769,757,600,440,68,46679,33129,5276,4388,3886,159
CoreOS,coreos.com,2016-07,8218,5970,937,704,607,142,46679,33129,5276,4388,3886,159
CoreOS,coreos.com,2016-10,6489,4776,655,528,530,142,46679,33129,5276,4388,3886,159
CoreOS,coreos.com,2017-01,5394,3749,637,551,457,142,46679,33129,5276,4388,3886,159
CoreOS,coreos.com,2017-04,4882,3502,469,442,469,142,46679,33129,5276,4388,3886,159
OpenWrt,openwrt.org,2015-04,1894,1037,302,452,103,100,18488,10754,3093,3610,1031,151
OpenWrt,openwrt.org,2015-07,1938,1007,292,498,141,100,18488,10754,3093,3610,1031,151
OpenWrt,openwrt.org,2015-10,1447,747,237,368,95,100,18488,10754,3093,3610,1031,151
OpenWrt,openwrt.org,2016-01,1631,841,331,376,83,100,18488,10754,3093,3610,1031,151
OpenWrt,openwrt.org,2016-04,1551,870,279,314,88,100,18488,10754,3093,3610,1031,151
OpenWrt,openwrt.org,2016-07,1655,1002,284,292,77,115,18488,10754,3093,3610,1031,151
OpenWrt,openwrt.org,2016-10,1718,1051,303,305,59,115,18488,10754,3093,3610,1031,151
OpenWrt,openwrt.org,2017-01,2586,1539,492,396,159,129,18488,10754,3093,3610,1031,151
OpenWrt,openwrt.org,2017-04,4068,2660,573,609,226,154,18488,10754,3093,3610,1031,151
SS13,tgstation13.org,2015-04,15794,12979,1087,843,885,80,133024,108750,11188,6659,6427,134
SS13,tgstation13.org,2015-07,11750,9480,822,682,766,80,133024,108750,11188,6659,6427,134
SS13,tgstation13.org,2015-10,13625,11060,936,855,774,91,133024,108750,11188,6659,6427,134
SS13,tgstation13.org,2016-01,16628,13739,1100,1110,679,96,133024,108750,11188,6659,6427,134
SS13,tgstation13.org,2016-04,15653,12459,1314,1093,787,99,133024,108750,11188,6659,6427,134
SS13,tgstation13.org,2016-07,17035,13995,1564,767,709,133,133024,108750,11188,6659,6427,134
SS13,tgstation13.org,2016-10,10121,8316,1050,311,444,133,133024,108750,11188,6659,6427,134
SS13,tgstation13.org,2017-01,11759,9738,1202,348,471,133,133024,108750,11188,6659,6427,134
SS13,tgstation13.org,2017-04,20659,16984,2113,650,912,133,133024,108750,11188,6659,6427,134
Mapbox,mapbox.com,2015-04,4984,2737,288,1406,553,59,68405,36737,5149,19125,7394,127
Mapbox,mapbox.com,2015-07,4845,2665,337,1276,567,59,68405,36737,5149,19125,7394,127
Mapbox,mapbox.com,2015-10,5700,3344,382,1389,585,59,68405,36737,5149,19125,7394,127
Mapbox,mapbox.com,2016-01,7582,4351,517,1962,752,65,68405,36737,5149,19125,7394,127
Mapbox,mapbox.com,2016-04,9078,5225,639,2167,1047,78,68405,36737,5149,19125,7394,127
Mapbox,mapbox.com,2016-07,10057,5345,785,2938,989,149,68405,36737,5149,19125,7394,127
Mapbox,mapbox.com,2016-10,8452,4444,611,2520,877,149,68405,36737,5149,19125,7394,127
Mapbox,mapbox.com,2017-01,7884,3849,691,2488,856,149,68405,36737,5149,19125,7394,127
Mapbox,mapbox.com,2017-04,9823,4777,899,2979,1168,149,68405,36737,5149,19125,7394,127
Akka,akka.io,2015-04,2127,1606,131,121,269,28,26127,19675,2233,1627,2592,127
Akka,akka.io,2015-07,3363,2676,211,214,262,28,26127,19675,2233,1627,2592,127
Akka,akka.io,2015-10,2310,1811,183,69,247,28,26127,19675,2233,1627,2592,127
Akka,akka.io,2016-01,3447,2613,252,295,287,34,26127,19675,2233,1627,2592,127
Akka,akka.io,2016-04,4429,3295,348,384,402,53,26127,19675,2233,1627,2592,127
Akka,akka.io,2016-07,2504,1953,261,78,212,53,26127,19675,2233,1627,2592,127
Akka,akka.io,2016-10,2407,1777,242,131,257,53,26127,19675,2233,1627,2592,127
Akka,akka.io,2017-01,2683,1950,272,143,318,53,26127,19675,2233,1627,2592,127
Akka,akka.io,2017-04,2857,1994,333,192,338,55,26127,19675,2233,1627,2592,127
Ember.js,emberjs.com,2015-04,4526,3239,431,357,499,88,33538,23045,3782,3489,3222,124
Ember.js,emberjs.com,2015-07,5977,4117,582,630,648,100,33538,23045,3782,3489,3222,124
Ember.js,emberjs.com,2015-10,6682,4588,822,648,624,175,33538,23045,3782,3489,3222,124
Ember.js,emberjs.com,2016-01,3958,2711,499,429,319,175,33538,23045,3782,3489,3222,124
Ember.js,emberjs.com,2016-04,3612,2536,398,367,311,175,33538,23045,3782,3489,3222,124
Ember.js,emberjs.com,2016-07,3369,2335,407,388,239,175,33538,23045,3782,3489,3222,124
Ember.js,emberjs.com,2016-10,2035,1326,240,242,227,175,33538,23045,3782,3489,3222,124
Ember.js,emberjs.com,2017-01,1505,997,159,178,171,175,33538,23045,3782,3489,3222,124
Ember.js,emberjs.com,2017-04,1874,1196,244,250,184,175,33538,23045,3782,3489,3222,124
HTTPS Everywhere,eff.org/https-everywhere,2015-04,1617,822,345,319,131,58,29848,14925,7575,5686,1662,117
HTTPS Everywhere,eff.org/https-everywhere,2015-07,2210,987,483,471,269,88,29848,14925,7575,5686,1662,117
HTTPS Everywhere,eff.org/https-everywhere,2015-10,3102,1389,755,712,246,99,29848,14925,7575,5686,1662,117
HTTPS Everywhere,eff.org/https-everywhere,2016-01,2256,1018,540,541,157,105,29848,14925,7575,5686,1662,117
HTTPS Everywhere,eff.org/https-everywhere,2016-04,2982,1615,647,501,219,105,29848,14925,7575,5686,1662,117
HTTPS Everywhere,eff.org/https-everywhere,2016-07,3105,1470,1126,386,123,105,29848,14925,7575,5686,1662,117
HTTPS Everywhere,eff.org/https-everywhere,2016-10,6875,3732,1637,1294,212,105,29848,14925,7575,5686,1662,117
HTTPS Everywhere,eff.org/https-everywhere,2017-01,3342,2147,689,341,165,105,29848,14925,7575,5686,1662,117
HTTPS Everywhere,eff.org/https-everywhere,2017-04,4359,1745,1353,1121,140,105,29848,14925,7575,5686,1662,117
Julia,julialang.org,2015-04,9556,7130,483,1321,622,105,80723,58976,5070,11523,5154,115
Julia,julialang.org,2015-07,12063,9778,542,1183,560,105,80723,58976,5070,11523,5154,115
Julia,julialang.org,2015-10,10792,7995,647,1524,626,117,80723,58976,5070,11523,5154,115
