project,url,label,activity,comments,prs,commits,issues,authors,sum_activity,sum_comments,sum_prs,sum_commits,sum_issues,sum_authors
Homebrew Cask,caskroom.github.io,2016-01,17871,7496,6493,3068,814,627,48977,16874,18339,11524,2240,627
Homebrew Cask,caskroom.github.io,2016-04,24487,10457,8518,4397,1115,627,48977,16874,18339,11524,2240,627
Homebrew Cask,caskroom.github.io,2016-07,29225,11941,10377,5580,1327,627,48977,16874,18339,11524,2240,627
Homebrew Cask,caskroom.github.io,2016-10,35228,13663,12667,7342,1556,627,48977,16874,18339,11524,2240,627
Homebrew Cask,caskroom.github.io,2017-01,41778,15165,15446,9136,2031,627,48977,16874,18339,11524,2240,627
Homebrew Cask,caskroom.github.io,2017-04,48977,16874,18339,11524,2240,627,48977,16874,18339,11524,2240,627
NixOS,nixos.org,2015-04,9394,5294,1206,2459,435,610,110405,64892,14418,26012,5083,610
NixOS,nixos.org,2015-07,18027,9909,2359,4940,819,610,110405,64892,14418,26012,5083,610
NixOS,nixos.org,2015-10,27372,14863,3589,7696,1224,610,110405,64892,14418,26012,5083,610
NixOS,nixos.org,2016-01,37755,21071,5031,9897,1756,610,110405,64892,14418,26012,5083,610
NixOS,nixos.org,2016-04,51941,29812,6727,12945,2457,610,110405,64892,14418,26012,5083,610
NixOS,nixos.org,2016-07,65216,37892,8450,15753,3121,610,110405,64892,14418,26012,5083,610
NixOS,nixos.org,2016-10,80868,47693,10357,19081,3737,610,110405,64892,14418,26012,5083,610
NixOS,nixos.org,2017-01,94166,55576,12177,22046,4367,610,110405,64892,14418,26012,5083,610
NixOS,nixos.org,2017-04,110405,64892,14418,26012,5083,610,110405,64892,14418,26012,5083,610
React,facebook.com,2015-04,16584,11414,1549,1769,1852,577,239408,177606,20403,17594,23805,577
React,facebook.com,2015-07,42202,30023,3769,3865,4545,577,239408,177606,20403,17594,23805,577
React,facebook.com,2015-10,71002,50770,6376,6125,7731,577,239408,177606,20403,17594,23805,577
React,facebook.com,2016-01,102317,74357,8649,8342,10969,577,239408,177606,20403,17594,23805,577
React,facebook.com,2016-04,127576,93906,10760,9862,13048,577,239408,177606,20403,17594,23805,577
React,facebook.com,2016-07,149311,110623,12667,11148,14873,577,239408,177606,20403,17594,23805,577
React,facebook.com,2016-10,176853,131272,14896,13299,17386,577,239408,177606,20403,17594,23805,577
React,facebook.com,2017-01,206552,153340,17616,15291,20305,577,239408,177606,20403,17594,23805,577
React,facebook.com,2017-04,239408,177606,20403,17594,23805,577,239408,177606,20403,17594,23805,577
Docker,mobyproject.org,2015-04,17056,13871,1285,783,1117,564,200910,155592,16407,11907,17004,564
Docker,mobyproject.org,2015-07,41226,33041,3280,2099,2806,564,200910,155592,16407,11907,17004,564
Docker,mobyproject.org,2015-10,64022,51411,5003,3081,4527,564,200910,155592,16407,11907,17004,564
Docker,mobyproject.org,2016-01,85518,68276,6698,4279,6265,564,200910,155592,16407,11907,17004,564
Docker,mobyproject.org,2016-04,113179,89447,8915,6312,8505,564,200910,155592,16407,11907,17004,564
Docker,mobyproject.org,2016-07,134928,106151,10697,7527,10553,564,200910,155592,16407,11907,17004,564
Docker,mobyproject.org,2016-10,158201,124670,12321,8563,12647,564,200910,155592,16407,11907,17004,564
Docker,mobyproject.org,2017-01,179399,140348,14358,10119,14574,564,200910,155592,16407,11907,17004,564
Docker,mobyproject.org,2017-04,200910,155592,16407,11907,17004,564,200910,155592,16407,11907,17004,564
Azure,azure.github.io,2015-04,1278,647,261,223,147,535,81576,45185,13548,15502,7341,535
Azure,azure.github.io,2015-07,3138,1805,501,439,393,535,81576,45185,13548,15502,7341,535
Azure,azure.github.io,2015-10,9982,5046,2175,1895,866,535,81576,45185,13548,15502,7341,535
Azure,azure.github.io,2016-01,17109,8267,3710,3747,1385,535,81576,45185,13548,15502,7341,535
Azure,azure.github.io,2016-04,29792,14672,6032,6801,2287,535,81576,45185,13548,15502,7341,535
Azure,azure.github.io,2016-07,42777,21705,7963,9613,3496,535,81576,45185,13548,15502,7341,535
Azure,azure.github.io,2016-10,56157,29585,9876,11939,4757,535,81576,45185,13548,15502,7341,535
Azure,azure.github.io,2017-01,67870,36838,11550,13567,5915,535,81576,45185,13548,15502,7341,535
Azure,azure.github.io,2017-04,81576,45185,13548,15502,7341,535,81576,45185,13548,15502,7341,535
VS Code,code.visualstudio.com,2015-04,8519,6236,664,631,988,509,240307,165635,13889,26255,34528,509
VS Code,code.visualstudio.com,2015-07,19836,14451,1711,1608,2066,509,240307,165635,13889,26255,34528,509
VS Code,code.visualstudio.com,2015-10,31189,22237,2790,2923,3239,509,240307,165635,13889,26255,34528,509
VS Code,code.visualstudio.com,2016-01,52632,37547,4151,4908,6026,509,240307,165635,13889,26255,34528,509
VS Code,code.visualstudio.com,2016-04,82508,58224,5681,8222,10381,509,240307,165635,13889,26255,34528,509
VS Code,code.visualstudio.com,2016-07,113685,79516,7326,11907,14936,509,240307,165635,13889,26255,34528,509
VS Code,code.visualstudio.com,2016-10,151015,104747,9278,16461,20529,509,240307,165635,13889,26255,34528,509
VS Code,code.visualstudio.com,2017-01,190884,131704,11437,21014,26729,509,240307,165635,13889,26255,34528,509
VS Code,code.visualstudio.com,2017-04,240307,165635,13889,26255,34528,509,240307,165635,13889,26255,34528,509
Mozilla,mozilla.org,2015-04,11086,7443,903,1206,1534,488,106047,61949,9083,22201,12814,488
Mozilla,mozilla.org,2015-07,16300,11180,1261,1743,2116,488,106047,61949,9083,22201,12814,488
Mozilla,mozilla.org,2015-10,26631,17994,2041,2903,3693,488,106047,61949,9083,22201,12814,488
Mozilla,mozilla.org,2016-01,36189,23985,2922,4675,4607,488,106047,61949,9083,22201,12814,488
Mozilla,mozilla.org,2016-04,43856,28608,3636,6039,5573,488,106047,61949,9083,22201,12814,488
Mozilla,mozilla.org,2016-07,62926,39053,5466,10434,7973,488,106047,61949,9083,22201,12814,488
Mozilla,mozilla.org,2016-10,77781,47436,6794,13874,9677,488,106047,61949,9083,22201,12814,488
Mozilla,mozilla.org,2017-01,88667,52837,7743,17183,10904,488,106047,61949,9083,22201,12814,488
Mozilla,mozilla.org,2017-04,106047,61949,9083,22201,12814,488,106047,61949,9083,22201,12814,488
Ansible,ansible.com,2015-04,4343,2816,543,436,548,455,101427,68266,12359,10644,10158,455
Ansible,ansible.com,2015-07,11627,7630,1496,1107,1394,455,101427,68266,12359,10644,10158,455
Ansible,ansible.com,2015-10,21183,14204,2556,1990,2433,455,101427,68266,12359,10644,10158,455
Ansible,ansible.com,2016-01,30882,20923,3603,2881,3475,455,101427,68266,12359,10644,10158,455
Ansible,ansible.com,2016-04,43308,29563,4839,3948,4958,455,101427,68266,12359,10644,10158,455
Ansible,ansible.com,2016-07,56360,38567,6307,5300,6186,455,101427,68266,12359,10644,10158,455
Ansible,ansible.com,2016-10,70513,47822,8050,7158,7483,455,101427,68266,12359,10644,10158,455
Ansible,ansible.com,2017-01,85045,57350,9981,8864,8850,455,101427,68266,12359,10644,10158,455
Ansible,ansible.com,2017-04,101427,68266,12359,10644,10158,455,101427,68266,12359,10644,10158,455
Angular,angular.io,2015-04,21350,14669,1337,2537,2807,428,267483,187181,19038,26662,34602,428
Angular,angular.io,2015-07,46586,31644,3083,5459,6400,428,267483,187181,19038,26662,34602,428
Angular,angular.io,2015-10,72844,49159,4860,8984,9841,428,267483,187181,19038,26662,34602,428
Angular,angular.io,2016-01,100376,67674,6869,12402,13431,428,267483,187181,19038,26662,34602,428
Angular,angular.io,2016-04,135936,93041,9154,16102,17639,428,267483,187181,19038,26662,34602,428
Angular,angular.io,2016-07,170930,117370,11840,19614,22106,428,267483,187181,19038,26662,34602,428
Angular,angular.io,2016-10,202891,140449,14131,21953,26358,428,267483,187181,19038,26662,34602,428
Angular,angular.io,2017-01,232674,162106,16352,24077,30139,428,267483,187181,19038,26662,34602,428
Angular,angular.io,2017-04,267483,187181,19038,26662,34602,428,267483,187181,19038,26662,34602,428
Terraform,terraform.io,2015-04,2847,1890,280,366,311,365,64908,42136,5748,10249,6775,365
Terraform,terraform.io,2015-07,8805,5800,854,1177,974,365,64908,42136,5748,10249,6775,365
Terraform,terraform.io,2015-10,12771,8575,1170,1540,1486,365,64908,42136,5748,10249,6775,365
Terraform,terraform.io,2016-01,19549,13259,1700,2499,2091,365,64908,42136,5748,10249,6775,365
Terraform,terraform.io,2016-04,28194,19055,2341,3794,3004,365,64908,42136,5748,10249,6775,365
Terraform,terraform.io,2016-07,37169,25128,3094,5178,3769,365,64908,42136,5748,10249,6775,365
Terraform,terraform.io,2016-10,46108,30820,3898,6713,4677,365,64908,42136,5748,10249,6775,365
Terraform,terraform.io,2017-01,54510,36177,4644,8035,5654,365,64908,42136,5748,10249,6775,365
Terraform,terraform.io,2017-04,64908,42136,5748,10249,6775,365,64908,42136,5748,10249,6775,365
Elasticsearch,elastic.co/products/elasticsearch,2015-04,11589,7352,860,1941,1436,313,170157,110284,16659,26597,16617,313
Elasticsearch,elastic.co/products/elasticsearch,2015-07,25717,16413,2084,4245,2975,313,170157,110284,16659,26597,16617,313
Elasticsearch,elastic.co/products/elasticsearch,2015-10,43079,28120,3542,6754,4663,313,170157,110284,16659,26597,16617,313
Elasticsearch,elastic.co/products/elasticsearch,2016-01,64027,41774,5488,10121,6644,313,170157,110284,16659,26597,16617,313
Elasticsearch,elastic.co/products/elasticsearch,2016-04,87704,57792,7730,13333,8849,313,170157,110284,16659,26597,16617,313
Elasticsearch,elastic.co/products/elasticsearch,2016-07,110157,73120,10071,16168,10798,313,170157,110284,16659,26597,16617,313
Elasticsearch,elastic.co/products/elasticsearch,2016-10,129681,85923,12175,19036,12547,313,170157,110284,16659,26597,16617,313
Elasticsearch,elastic.co/products/elasticsearch,2017-01,150704,98228,14491,23258,14727,313,170157,110284,16659,26597,16617,313
Elasticsearch,elastic.co/products/elasticsearch,2017-04,170157,110284,16659,26597,16617,313,170157,110284,16659,26597,16617,313
SaltStack,repo.saltstack.com,2015-04,10167,6692,1430,1056,989,306,70880,50065,9767,2805,8243,306
SaltStack,repo.saltstack.com,2015-07,19719,12929,2948,1749,2093,306,70880,50065,9767,2805,8243,306
SaltStack,repo.saltstack.com,2015-10,28129,18725,4057,2226,3121,306,70880,50065,9767,2805,8243,306
SaltStack,repo.saltstack.com,2016-01,35982,24209,5153,2406,4214,306,70880,50065,9767,2805,8243,306
SaltStack,repo.saltstack.com,2016-04,43378,29490,6246,2567,5075,306,70880,50065,9767,2805,8243,306
SaltStack,repo.saltstack.com,2016-07,50456,34716,7170,2631,5939,306,70880,50065,9767,2805,8243,306
SaltStack,repo.saltstack.com,2016-10,57516,39956,8114,2696,6750,306,70880,50065,9767,2805,8243,306
SaltStack,repo.saltstack.com,2017-01,63671,44628,8846,2746,7451,306,70880,50065,9767,2805,8243,306
SaltStack,repo.saltstack.com,2017-04,70880,50065,9767,2805,8243,306,70880,50065,9767,2805,8243,306
Symfony,symfony.com,2015-04,5620,3917,786,537,380,290,49018,36597,5789,3101,3531,290
Symfony,symfony.com,2015-07,12345,8825,1580,1104,836,290,49018,36597,5789,3101,3531,290
Symfony,symfony.com,2015-10,16463,11985,1998,1306,1174,290,49018,36597,5789,3101,3531,290
Symfony,symfony.com,2016-01,22821,16414,2857,1844,1706,290,49018,36597,5789,3101,3531,290
Symfony,symfony.com,2016-04,28869,21198,3519,2049,2103,290,49018,36597,5789,3101,3531,290
Symfony,symfony.com,2016-07,33053,24419,3967,2226,2441,290,49018,36597,5789,3101,3531,290
Symfony,symfony.com,2016-10,38750,28671,4658,2603,2818,290,49018,36597,5789,3101,3531,290
Symfony,symfony.com,2017-01,43703,32583,5193,2779,3148,290,49018,36597,5789,3101,3531,290
Symfony,symfony.com,2017-04,49018,36597,5789,3101,3531,290,49018,36597,5789,3101,3531,290
Ruby on Rails,rubyonrails.org,2015-04,7625,5380,926,848,471,280,55278,38323,7281,5999,3675,280
Ruby on Rails,rubyonrails.org,2015-07,13433,9387,1765,1435,846,280,55278,38323,7281,5999,3675,280
Ruby on Rails,rubyonrails.org,2015-10,19186,13238,2584,2169,1195,280,55278,38323,7281,5999,3675,280
Ruby on Rails,rubyonrails.org,2016-01,24829,17119,3312,2856,1542,280,55278,38323,7281,5999,3675,280
Ruby on Rails,rubyonrails.org,2016-04,32813,22776,4357,3585,2095,280,55278,38323,7281,5999,3675,280
Ruby on Rails,rubyonrails.org,2016-07,39424,27473,5252,4203,2496,280,55278,38323,7281,5999,3675,280
Ruby on Rails,rubyonrails.org,2016-10,44586,31040,5940,4713,2893,280,55278,38323,7281,5999,3675,280
Ruby on Rails,rubyonrails.org,2017-01,49074,34112,6490,5268,3204,280,55278,38323,7281,5999,3675,280
Ruby on Rails,rubyonrails.org,2017-04,55278,38323,7281,5999,3675,280,55278,38323,7281,5999,3675,280
ASP.net,asp.net,2015-04,8806,4510,696,2786,814,275,107876,64694,7829,24227,11126,275
ASP.net,asp.net,2015-07,18688,9940,1423,5346,1979,275,107876,64694,7829,24227,11126,275
ASP.net,asp.net,2015-10,32380,17888,2364,8748,3380,275,107876,64694,7829,24227,11126,275
ASP.net,asp.net,2016-01,49532,28491,3567,12373,5101,275,107876,64694,7829,24227,11126,275
ASP.net,asp.net,2016-04,61239,35962,4282,14668,6327,275,107876,64694,7829,24227,11126,275
ASP.net,asp.net,2016-07,75744,45253,5256,17426,7809,275,107876,64694,7829,24227,11126,275
ASP.net,asp.net,2016-10,85142,51386,5880,19022,8854,275,107876,64694,7829,24227,11126,275
ASP.net,asp.net,2017-01,94384,57344,6558,20646,9836,275,107876,64694,7829,24227,11126,275
ASP.net,asp.net,2017-04,107876,64694,7829,24227,11126,275,107876,64694,7829,24227,11126,275
ManageIQ,manageiq.org,2015-04,5970,3871,1015,861,223,223,86672,57660,13963,13047,2002,223
ManageIQ,manageiq.org,2015-07,11192,7452,1804,1599,337,223,86672,57660,13963,13047,2002,223
ManageIQ,manageiq.org,2015-10,18356,12214,2979,2606,557,223,86672,57660,13963,13047,2002,223
ManageIQ,manageiq.org,2016-01,25891,17131,4292,3760,708,223,86672,57660,13963,13047,2002,223
ManageIQ,manageiq.org,2016-04,35265,23302,5973,5020,970,223,86672,57660,13963,13047,2002,223
ManageIQ,manageiq.org,2016-07,47948,31729,7915,6995,1309,223,86672,57660,13963,13047,2002,223
ManageIQ,manageiq.org,2016-10,61926,41366,9904,9024,1632,223,86672,57660,13963,13047,2002,223
ManageIQ,manageiq.org,2017-01,73489,48924,11699,11057,1809,223,86672,57660,13963,13047,2002,223
ManageIQ,manageiq.org,2017-04,86672,57660,13963,13047,2002,223,86672,57660,13963,13047,2002,223
Magento,magento.com/home,2015-04,1994,1626,76,61,231,221,49824,39143,1502,1773,7406,221
Magento,magento.com/home,2015-07,3606,2902,127,102,475,221,49824,39143,1502,1773,7406,221
Magento,magento.com/home,2015-10,6531,5075,262,229,965,221,49824,39143,1502,1773,7406,221
Magento,magento.com/home,2016-01,10984,8407,415,390,1772,221,49824,39143,1502,1773,7406,221
Magento,magento.com/home,2016-04,16547,12617,564,552,2814,221,49824,39143,1502,1773,7406,221
Magento,magento.com/home,2016-07,26297,19858,863,1384,4192,221,49824,39143,1502,1773,7406,221
Magento,magento.com/home,2016-10,35924,27842,1060,1498,5524,221,49824,39143,1502,1773,7406,221
Magento,magento.com/home,2017-01,42989,33573,1240,1608,6568,221,49824,39143,1502,1773,7406,221
Magento,magento.com/home,2017-04,49824,39143,1502,1773,7406,221,49824,39143,1502,1773,7406,221
Ionic,ionicframework.com,2015-04,4336,3121,167,375,673,203,56616,36628,2027,8994,8967,203
Ionic,ionicframework.com,2015-07,8205,6000,308,611,1286,203,56616,36628,2027,8994,8967,203
Ionic,ionicframework.com,2015-10,11698,8729,453,727,1789,203,56616,36628,2027,8994,8967,203
Ionic,ionicframework.com,2016-01,14455,10811,510,936,2198,203,56616,36628,2027,8994,8967,203
Ionic,ionicframework.com,2016-04,22004,14606,710,3325,3363,203,56616,36628,2027,8994,8967,203
Ionic,ionicframework.com,2016-07,29957,18925,983,5491,4558,203,56616,36628,2027,8994,8967,203
Ionic,ionicframework.com,2016-10,37945,23659,1356,7075,5855,203,56616,36628,2027,8994,8967,203
Ionic,ionicframework.com,2017-01,49645,32009,1751,8154,7731,203,56616,36628,2027,8994,8967,203
Ionic,ionicframework.com,2017-04,56616,36628,2027,8994,8967,203,56616,36628,2027,8994,8967,203
Odoo,odoo.com,2015-04,5989,3089,987,1296,617,182,48370,24830,7775,11529,4236,182
Odoo,odoo.com,2015-07,11505,6237,1819,2290,1159,182,48370,24830,7775,11529,4236,182
Odoo,odoo.com,2015-10,18009,9310,2846,4207,1646,182,48370,24830,7775,11529,4236,182
Odoo,odoo.com,2016-01,23953,12509,3738,5451,2255,182,48370,24830,7775,11529,4236,182
Odoo,odoo.com,2016-04,28858,14756,4633,6741,2728,182,48370,24830,7775,11529,4236,182
Odoo,odoo.com,2016-07,33911,17427,5428,7996,3060,182,48370,24830,7775,11529,4236,182
Odoo,odoo.com,2016-10,38464,19648,6134,9298,3384,182,48370,24830,7775,11529,4236,182
Odoo,odoo.com,2017-01,43860,22661,6929,10415,3855,182,48370,24830,7775,11529,4236,182
Odoo,odoo.com,2017-04,48370,24830,7775,11529,4236,182,48370,24830,7775,11529,4236,182
CoreOS,coreos.com,2015-04,3450,2121,443,581,305,159,46679,33129,5276,4388,3886,159
CoreOS,coreos.com,2015-07,6703,4303,805,965,630,159,46679,33129,5276,4388,3886,159
CoreOS,coreos.com,2015-10,10692,7163,1281,1251,997,159,46679,33129,5276,4388,3886,159
CoreOS,coreos.com,2016-01,15130,10363,1821,1563,1383,159,46679,33129,5276,4388,3886,159
CoreOS,coreos.com,2016-04,21696,15132,2578,2163,1823,159,46679,33129,5276,4388,3886,159
CoreOS,coreos.com,2016-07,29914,21102,3515,2867,2430,159,46679,33129,5276,4388,3886,159
CoreOS,coreos.com,2016-10,36403,25878,4170,3395,2960,159,46679,33129,5276,4388,3886,159
CoreOS,coreos.com,2017-01,41797,29627,4807,3946,3417,159,46679,33129,5276,4388,3886,159
CoreOS,coreos.com,2017-04,46679,33129,5276,4388,3886,159,46679,33129,5276,4388,3886,159
OpenWrt,openwrt.org,2015-04,1894,1037,302,452,103,151,18488,10754,3093,3610,1031,151
OpenWrt,openwrt.org,2015-07,3832,2044,594,950,244,151,18488,10754,3093,3610,1031,151
OpenWrt,openwrt.org,2015-10,5279,2791,831,1318,339,151,18488,10754,3093,3610,1031,151
OpenWrt,openwrt.org,2016-01,6910,3632,1162,1694,422,151,18488,10754,3093,3610,1031,151
OpenWrt,openwrt.org,2016-04,8461,4502,1441,2008,510,151,18488,10754,3093,3610,1031,151
OpenWrt,openwrt.org,2016-07,10116,5504,1725,2300,587,151,18488,10754,3093,3610,1031,151
OpenWrt,openwrt.org,2016-10,11834,6555,2028,2605,646,151,18488,10754,3093,3610,1031,151
OpenWrt,openwrt.org,2017-01,14420,8094,2520,3001,805,151,18488,10754,3093,3610,1031,151
OpenWrt,openwrt.org,2017-04,18488,10754,3093,3610,1031,151,18488,10754,3093,3610,1031,151
SS13,tgstation13.org,2015-04,15794,12979,1087,843,885,134,133024,108750,11188,6659,6427,134
SS13,tgstation13.org,2015-07,27544,22459,1909,1525,1651,134,133024,108750,11188,6659,6427,134
SS13,tgstation13.org,2015-10,41169,33519,2845,2380,2425,134,133024,108750,11188,6659,6427,134
SS13,tgstation13.org,2016-01,57797,47258,3945,3490,3104,134,133024,108750,11188,6659,6427,134
SS13,tgstation13.org,2016-04,73450,59717,5259,4583,3891,134,133024,108750,11188,6659,6427,134
SS13,tgstation13.org,2016-07,90485,73712,6823,5350,4600,134,133024,108750,11188,6659,6427,134
SS13,tgstation13.org,2016-10,100606,82028,7873,5661,5044,134,133024,108750,11188,6659,6427,134
SS13,tgstation13.org,2017-01,112365,91766,9075,6009,5515,134,133024,108750,11188,6659,6427,134
SS13,tgstation13.org,2017-04,133024,108750,11188,6659,6427,134,133024,108750,11188,6659,6427,134
Mapbox,mapbox.com,2015-04,4984,2737,288,1406,553,127,68405,36737,5149,19125,7394,127
Mapbox,mapbox.com,2015-07,9829,5402,625,2682,1120,127,68405,36737,5149,19125,7394,127
Mapbox,mapbox.com,2015-10,15529,8746,1007,4071,1705,127,68405,36737,5149,19125,7394,127
Mapbox,mapbox.com,2016-01,23111,13097,1524,6033,2457,127,68405,36737,5149,19125,7394,127
Mapbox,mapbox.com,2016-04,32189,18322,2163,8200,3504,127,68405,36737,5149,19125,7394,127
Mapbox,mapbox.com,2016-07,42246,23667,2948,11138,4493,127,68405,36737,5149,19125,7394,127
Mapbox,mapbox.com,2016-10,50698,28111,3559,13658,5370,127,68405,36737,5149,19125,7394,127
Mapbox,mapbox.com,2017-01,58582,31960,4250,16146,6226,127,68405,36737,5149,19125,7394,127
Mapbox,mapbox.com,2017-04,68405,36737,5149,19125,7394,127,68405,36737,5149,19125,7394,127
Akka,akka.io,2015-04,2127,1606,131,121,269,127,26127,19675,2233,1627,2592,127
Akka,akka.io,2015-07,5490,4282,342,335,531,127,26127,19675,2233,1627,2592,127
Akka,akka.io,2015-10,7800,6093,525,404,778,127,26127,19675,2233,1627,2592,127
Akka,akka.io,2016-01,11247,8706,777,699,1065,127,26127,19675,2233,1627,2592,127
Akka,akka.io,2016-04,15676,12001,1125,1083,1467,127,26127,19675,2233,1627,2592,127
Akka,akka.io,2016-07,18180,13954,1386,1161,1679,127,26127,19675,2233,1627,2592,127
Akka,akka.io,2016-10,20587,15731,1628,1292,1936,127,26127,19675,2233,1627,2592,127
Akka,akka.io,2017-01,23270,17681,1900,1435,2254,127,26127,19675,2233,1627,2592,127
Akka,akka.io,2017-04,26127,19675,2233,1627,2592,127,26127,19675,2233,1627,2592,127
Ember.js,emberjs.com,2015-04,4526,3239,431,357,499,124,33538,23045,3782,3489,3222,124
Ember.js,emberjs.com,2015-07,10503,7356,1013,987,1147,124,33538,23045,3782,3489,3222,124
Ember.js,emberjs.com,2015-10,17185,11944,1835,1635,1771,124,33538,23045,3782,3489,3222,124
Ember.js,emberjs.com,2016-01,21143,14655,2334,2064,2090,124,33538,23045,3782,3489,3222,124
Ember.js,emberjs.com,2016-04,24755,17191,2732,2431,2401,124,33538,23045,3782,3489,3222,124
Ember.js,emberjs.com,2016-07,28124,19526,3139,2819,2640,124,33538,23045,3782,3489,3222,124
Ember.js,emberjs.com,2016-10,30159,20852,3379,3061,2867,124,33538,23045,3782,3489,3222,124
Ember.js,emberjs.com,2017-01,31664,21849,3538,3239,3038,124,33538,23045,3782,3489,3222,124
Ember.js,emberjs.com,2017-04,33538,23045,3782,3489,3222,124,33538,23045,3782,3489,3222,124
HTTPS Everywhere,eff.org/https-everywhere,2015-04,1617,822,345,319,131,117,29848,14925,7575,5686,1662,117
HTTPS Everywhere,eff.org/https-everywhere,2015-07,3827,1809,828,790,400,117,29848,14925,7575,5686,1662,117
HTTPS Everywhere,eff.org/https-everywhere,2015-10,6929,3198,1583,1502,646,117,29848,14925,7575,5686,1662,117
HTTPS Everywhere,eff.org/https-everywhere,2016-01,9185,4216,2123,2043,803,117,29848,14925,7575,5686,1662,117
HTTPS Everywhere,eff.org/https-everywhere,2016-04,12167,5831,2770,2544,1022,117,29848,14925,7575,5686,1662,117
HTTPS Everywhere,eff.org/https-everywhere,2016-07,15272,7301,3896,2930,1145,117,29848,14925,7575,5686,1662,117
